id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	size_in_bytes	uncompressed_size_in_bytes	sha256	md5	filename	file_format	compression_format	data_type	assay_type	analysis_type	mime_type	bundle_collection_id_namespace	bundle_collection_local_id	dbgap_study_id
raynamharris.com	16-122B_WT_CA1	raynamharris.com:FRM1	FMR1	GSM2843687	2016-06-13	3200				GSM2843687_abundance_16_122B_S1_L002.tsv.gz	format:3475	format:3989	data:3495	OBI:0002571	OBI:0002571				
raynamharris.com	16-122D_WT_CA1	raynamharris.com:FRM1	FMR1	GSM2843688	2016-06-20	3200				GSM2843688_abundance_16_122D_S2_L002.tsv.gz	format:3475	format:3989	data:3495	OBI:0002571	OBI:0002571				
raynamharris.com	16-118B_FMR1_CA1	raynamharris.com:FRM1	FMR1	GSM2843681	2016-07-07	3200				GSM2843681_abundance_16_118B_S16_L002.tsv.gz	format:3475	format:3989	data:3495	OBI:0002571	OBI:0002571				
raynamharris.com	16-118D_FMR1_CA1	raynamharris.com:FRM1	FMR1	GSM2843682	2016-07-08	3200				GSM2843682_abundance_16_118D_S17_L002.tsv.gz	format:3475	format:3989	data:3495	OBI:0002571	OBI:0002571				
