id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	assay_type	anatomy
https://www.ncbi.nlm.nih.gov/sra/	SRX3368300	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368301	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368302	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368303	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368304	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368305	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368306	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368307	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368308	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368309	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368310	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368311	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368312	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368313	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368314	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368315	tag:raynamharris.com	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
