id	name	description	synonyms
UBERON:0003881	CA1 field of hippocampus	Part of hippocampus proper bounded by CA2 and the subiculum, characterized by pyramidal neurons that receive projections from pyramidal neurons of CA3 via the Schaffer collaterals.	["CA1","CA1 field","CA1 field of Ammon's horn","CA1 field of cornu ammonis","CA1 field of hippocampus","cornu ammonis 1","hippocampus CA1","prosubiculum = distal ca1","regio i cornus ammonis","regio i hippocampi proprii","regio superior","regio superior of the hippocampus","region 1 of Ammon's horn","region i of ammon's horn","region i of hippocampus proper"]
