file_id_namespace	file_local_id	biosample_id_namespace	biosample_local_id
raynamharris.com	16-122B_WT_CA1_S1		
raynamharris.com	16-122D_WT_CA1_S2		
raynamharris.com	16-118B_FMR1_CA1_S16		
raynamharris.com	16-118D_FMR1_CA1_S17		
