subject_id_namespace	subject_local_id	role_id	taxonomy_id
raynamharris.com	16-122B_WT	cfde_subject_role:0	NCBI:txid10090
raynamharris.com	16-122D_WT	cfde_subject_role:0	NCBI:txid10090
raynamharris.com	16-118B_FMR1	cfde_subject_role:0	NCBI:txid10090
raynamharris.com	16-118D_FMR1	cfde_subject_role:0	NCBI:txid10090
