"ID","Year","Genotype","TrainProtocol","TrainSequence","TrainGroup","Day","TrainSession","ShockOnOff","PairedPartner","Experimenter","Housing","TestLocation","APA","APA2","TrainSessionCombo","pair1","pair2","TrainSessionComboNum","SdevSpeedArena","Linearity.Arena.","NumEntrances","Time1stEntr","Path1stEntr","Speed1stEntr.cm.s.","Dist1stEntr.m.","NumShock","MaxTimeAvoid","Time2ndEntr","Path2ndEntr","Speed2ndEntr","TimeTarget","pTimeTarget","pTimeCCW","pTimeOPP","pTimeCW","RayleigLength","RayleigAngle","PolarAvgVal","PolarSdVal","PolarMinVal","PolarMinBin","Min50.RngLoBin","Min50.RngHiBin","PolarMaxVal","PolarMaxBin","Max50.RngLoBin","Max50.RngHiBin","AnnularMinVal","AnnularMinBin","AnnularMaxVal","AnnularMaxBin","AnnularAvg","AnnularSd","AnnularSkewnes","AnnularKurtosis","Speed1","Speed2"
"16-118C","2016","FMR1KO","3-day","train-conflict","trained","1","T3","On","16-118D","Maddy","AnimalRoom","MBL","conflict","conflict","T3","16-118C_T3","16-118D_T3",4,3.11,0.3455,11,39.43,1.17,9.7,0.54,12,190,113.93,4.29,1.53,14.167,0.0346,0.4386,0.4674,0.0594,0.61,133.62,217.77,57.85,7e-04,320,170,110,0.0768,140,100,190,1e-04,16.9,0.455,14.5,13.81,10.35,2.74,17.5,0.0296728379406543,0.0376547002545423
"16-118C","2016","FMR1KO","3-day","train-conflict","trained","2","Retest","On","16-118D","Maddy","AnimalRoom","MBL","conflict","conflict","Retest","16-118C_Retest","16-118D_Retest",5,2.74,0.3199,10,12.5,0.27,1.22,0.59,10,151,29.03,0.67,1.59,12.833,0.0328,0.5728,0.3384,0.056,0.59,122.16,209.79,59.79,6e-04,350,140,80,0.074,110,70,160,0.0244,9.7,0.3758,15.8,13.78,19.81,2.42,9.15,0.0216,0.0230795728556666
"16-118C","2016","FMR1KO","3-day","train-conflict","trained","2","C1","On","16-118D","Maddy","AnimalRoom","MBL","conflict","conflict","T4_C1","16-118C_T4_C1","16-118D_T4_C1",6,2.51,0.2824,13,9.43,0.33,6.73,0.84,14,135,18.57,0.7,2.25,14.101,0.0265,0.1616,0.4007,0.4112,0.36,195.16,143.37,86.2,0.0023,20,250,150,0.0525,230,150,280,0.0125,9.7,0.3656,13.1,13.58,17.35,3.03,13.39,0.0349946977730647,0.0376952073236403
"16-118C","2016","FMR1KO","3-day","train-conflict","trained","2","C2","On","16-118D","Maddy","AnimalRoom","MBL","conflict","conflict","T5_C2","16-118C_T5_C2","16-118D_T5_C2",7,2.25,0.258,3,32.17,0.26,0.61,0.22,3,472,116.63,2.35,1.59,2.566,0.0044,0.1523,0.656,0.1873,0.71,165.82,96.36,52.55,0,0,190,140,0.0844,160,120,200,0.0028,9.7,0.531,14.5,14.12,14.63,2.81,10.69,0.00808206403481504,0.0201491897453485
"16-118C","2016","FMR1KO","3-day","train-conflict","trained","2","C3","On","16-118D","Maddy","AnimalRoom","MBL","conflict","conflict","T6_C3","16-118C_T6_C3","16-118D_T6_C3",8,2.02,0.2909,0,599.97,13.91,-1,0,0,599,599.97,13.91,-1,0.066,1e-04,0.2047,0.6239,0.1713,0.69,158.5,93.83,54.08,0,0,170,120,0.0833,150,100,180,0.0124,7.5,0.4481,14.5,13.55,17.41,2.99,13.27,0.0231844925579612,0.0231844925579612
"16-118C","2016","FMR1KO","3-day","train-conflict","trained","3","Retention","Off","16-118D","Maddy","AnimalRoom","MBL","conflict","conflict","Retention","16-118C_Retention","16-118D_Retention",9,2.06,0.3127,3,131.73,2.57,1.29,0.21,4,266,398.13,9.03,6.07,5.999,0.0109,0.1534,0.5078,0.3279,0.47,180.25,119.67,72.21,3e-04,0,200,120,0.0679,160,110,220,0.0194,3.1,0.3883,14.5,13.19,14.37,2.55,11.57,0.0195096029757838,0.0226810338331701
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","1","Hab","Off",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Hab","16-119C_Hab","NA_Hab",1,3.46,0.539,34,23.77,1.49,10.39,1.19,59,55,28.83,2,6.56,98.468,0.2355,0.2493,0.2107,0.3045,0.04,348.72,175.93,105.64,0.013,310,280,110,0.0461,280,120,310,0.0644,14.5,0.3315,13.1,10.83,22.27,1.31,3.96,0.0626840555321834,0.0693721817551162
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","1","T1","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T1","16-119C_T1","NA_T1",2,1.62,0.3044,6,0.53,0,-1,0.52,7,260,46.43,0.86,1.73,8.464,0.0214,0.5108,0.4136,0.0542,0.61,135.95,224.06,56.85,2e-04,0,160,100,0.0802,110,80,170,0.0212,15.8,0.2627,11.5,10.46,27.33,1.01,2.86,0,0.0185225069997846
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","1","T2","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T2","16-119C_T2","NA_T2",3,1.73,0.3071,2,200.97,4.12,1.17,0.16,2,332,533.93,11.39,6.11,1.801,0.0045,0.1878,0.6762,0.1314,0.66,172.83,245.5,56.49,0,0,190,140,0.1017,170,130,210,0.015,7.5,0.4577,13.1,12.35,15.93,2.33,10.28,0.0205005722247102,0.0213323843949581
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","1","T3","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T3","16-119C_T3","NA_T3",4,2,0.2886,4,39.53,0.37,1,0.3,4,342,123.23,2.18,1.83,3.099,0.0077,0.336,0.5889,0.0674,0.63,153.99,238.45,55.95,0,0,200,140,0.0847,160,120,210,0.0124,7.5,0.4033,14.5,13.85,17.78,2.49,9.44,0.00935997976220592,0.0176904974438043
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","2","Retest","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Retest","16-119C_Retest","NA_Retest",5,2.19,0.3457,3,174.8,4.3,6.3,0.21,3,297,282.73,7.04,2.6,2.167,0.0055,0.2345,0.6255,0.1346,0.65,171.67,249.29,54.89,0,20,200,140,0.0762,170,120,210,0.0138,7.5,0.4619,14.5,13.25,18.11,2.51,10.4,0.0245995423340961,0.0249000813496976
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","2","C1","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T4_C1","16-119C_T4_C1","NA_T4_C1",6,2.68,0.2946,18,6.3,0.1,1.48,1.08,22,171,9.37,0.18,4.63,25.701,0.0508,0.2629,0.3082,0.3781,0.16,160.69,167.86,108.31,0.0015,0,280,140,0.0458,260,130,300,0.0168,7.5,0.3885,14.5,13.52,18.08,2.53,10.11,0.0158730158730159,0.0192102454642476
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","2","C2","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T5_C2","16-119C_T5_C2","NA_T5_C2",7,2.29,0.265,3,23.2,0.32,1.02,0.21,3,412,162.13,3.71,1.59,2.866,0.0051,0.4857,0.4829,0.0262,0.73,119.43,121.42,100.02,0,0,130,90,0.0941,120,70,140,0.0029,7.5,0.5076,14.5,14.26,15.05,4.37,25.09,0.0137931034482759,0.0228828717695676
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","2","C3","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T6_C3","16-119C_T6_C3","NA_T6_C3",8,2.39,0.3125,2,362.8,9.18,9.86,0.13,2,362,573.23,14.21,1.26,1.867,0.0032,0.1407,0.5192,0.3369,0.56,186.05,116.08,63.9,1e-04,0,210,140,0.0722,200,120,220,4e-04,3.1,0.4672,14.5,14.25,11.44,1.94,7.14,0.025303197353914,0.0247893515691782
"16-119C","2016","FMR1KO","3-day","train-conflict","trained","3","Retention","Off",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Retention","16-119C_Retention","NA_Retention",9,2.14,0.3818,7,314.17,7.05,5.61,0.46,12,314,420.13,10.21,6.6,22.398,0.0394,0.0919,0.4112,0.4575,0.52,206.6,131.3,68.38,0.0044,0,260,200,0.0727,250,180,270,0.0338,3.1,0.294,14.5,12.62,18.98,1.61,5.98,0.0224400802113505,0.0243020017613596
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","1","Hab","Off",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Hab","16-119D_Hab","NA_Hab",1,3.64,0.5416,24,12.3,0.73,8.13,0.83,48,72,25.23,1.66,12.09,90.099,0.2254,0.2752,0.2107,0.2887,0.05,135.04,182.45,103.19,0.0155,200,140,340,0.044,120,10,190,0.0063,15.8,0.3288,13.1,11.28,22.84,1.24,3.74,0.059349593495935,0.0657946888624653
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","1","T1","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T1","16-119D_T1","NA_T1",2,2.21,0.3214,5,12.3,0.37,6.18,0.35,5,253,110.8,2.36,1.53,4.235,0.0109,0.324,0.6131,0.052,0.7,150.72,234.39,50.63,1e-04,0,170,120,0.088,160,110,190,0.0038,3.1,0.4587,14.5,14.78,9.44,3.99,27.8,0.0300813008130081,0.0212996389891697
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","1","T2","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T2","16-119D_T2","NA_T2",3,2.33,0.27,5,10.3,0.17,1.77,0.35,5,364,58.53,1.21,5.64,4.467,0.0117,0.6153,0.3651,0.0079,0.72,120.76,211.25,45.99,1e-04,340,140,90,0.089,130,80,160,0.0018,3.1,0.6073,15.8,15.29,8.1,3.75,31.23,0.016504854368932,0.020673159063728
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","1","T3","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T3","16-119D_T3","NA_T3",4,2.26,0.3981,2,45.03,0.8,1.96,0.13,2,480,525.2,12.67,2.51,3.801,0.0094,0.2861,0.6358,0.0687,0.68,154.49,237.81,51.93,0,0,180,130,0.0949,160,110,190,8e-04,16.9,0.4085,15.8,14.41,14.31,3.21,17.18,0.0177659338218965,0.0241241431835491
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","2","Retest","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Retest","16-119D_Retest","NA_Retest",5,2.5,0.3616,3,13.33,0.62,1.53,0.18,3,271,162.17,4.75,6.79,2.665,0.0064,0.3191,0.4857,0.1888,0.52,177.7,250.89,63.54,2e-04,0,240,170,0.0716,210,160,260,0.0039,3.1,0.5003,14.5,13.86,12.98,2.04,7.92,0.0465116279069767,0.0292902509712031
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","2","C1","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T4_C1","16-119D_T4_C1","NA_T4_C1",6,2.43,0.2338,10,16.83,0.3,1.97,0.63,10,205,31.5,0.73,1.83,10.2,0.0186,0.3363,0.4758,0.1694,0.51,135.29,136.6,103.52,5e-04,0,150,80,0.0691,140,80,180,0.0099,7.5,0.5352,14.5,14.05,13.12,3.62,20.35,0.017825311942959,0.0231746031746032
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","2","C2","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T5_C2","16-119D_T5_C2","NA_T5_C2",7,2.48,0.2741,6,213.37,4.83,1.78,0.4,6,213,296.97,6.86,2.06,4.9,0.0093,0.3873,0.5613,0.0421,0.65,123.46,133.87,108.91,1e-04,0,170,110,0.0883,140,90,180,0.002,16.9,0.5458,14.5,14.25,9.32,4.22,33.44,0.0226367343112902,0.0230999764285955
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","2","C3","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T6_C3","16-119D_T6_C3","NA_T6_C3",8,3.04,0.3237,9,0.5,0,-1,0.54,9,355,12.8,0.47,2.51,8.334,0.0146,0.2045,0.7008,0.0801,0.71,152.52,100.81,62.58,2e-04,310,190,140,0.1061,170,120,200,1e-04,16.9,0.5001,14.5,14.52,8.43,2.78,18.87,0,0.03671875
"16-119D","2016","FMR1KO","3-day","train-conflict","trained","3","Retention","Off",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Retention","16-119D_Retention","NA_Retention",9,2.19,0.4037,2,547.87,12.77,1.53,0.13,2,547,563.87,13.33,1.65,3.067,0.0055,0.0269,0.4288,0.5388,0.68,212.19,124.59,50.8,1e-04,90,240,190,0.1071,230,180,260,9e-04,16.9,0.349,14.5,14.01,16.28,2.56,10.52,0.0233084490846369,0.0236402007554933
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","1","Hab","Off","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","Hab","16-120C_Hab","16-120D_Hab",1,3.26,0.5023,30,1.1,0.02,1.81,1.18,49,55,11.97,0.67,10.16,83.837,0.1968,0.2523,0.2142,0.3367,0.08,243.12,185.51,110.22,0.0135,10,290,140,0.0489,260,180,350,6e-04,15.8,0.285,13.1,10.54,22.95,1.05,3.33,0.0181818181818182,0.0559732664995823
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","1","T1","On","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","T1","16-120C_T1","16-120D_T1",2,2.38,0.3575,12,5.87,0.26,3.33,0.73,17,132,46.07,1.29,1.16,22.5,0.0552,0.3712,0.3937,0.18,0.4,149.45,220.32,76.58,0.0031,330,190,100,0.0673,120,70,200,0.0089,15.8,0.2436,13.1,11.18,22.75,1.17,3.94,0.0442930153321976,0.0280008682439766
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","1","T2","On","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","T2","16-120C_T2","16-120D_T2",3,2.37,0.3174,5,57,1.04,1.55,0.32,5,227,284.5,7.17,9.68,6.1,0.0155,0.2861,0.596,0.1024,0.62,159.15,240.18,56.63,2e-04,310,190,130,0.0712,160,120,210,0.0074,3.1,0.38,14.5,13.63,14.25,1.62,6.04,0.0182456140350877,0.0252021089630931
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","1","T3","On","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","T3","16-120C_T3","16-120D_T3",4,2.37,0.3658,2,46.63,0.83,1.9,0.13,2,475,522.33,13.54,8.58,2.134,0.0052,0.3619,0.5179,0.1149,0.64,153.39,235.01,55.54,0,0,170,110,0.0796,150,100,190,0.0109,7.5,0.3785,15.8,14.17,13.89,2.39,10.47,0.0177996997641004,0.0259223096509869
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","2","Retest","On","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","Retest","16-120C_Retest","16-120D_Retest",5,2.39,0.3308,2,380.9,9.11,10.13,0.13,2,380,531.03,13.19,2.76,1.634,0.0044,0.383,0.5012,0.1115,0.69,147.95,235.38,51.48,1e-04,20,160,120,0.1076,150,100,170,0.0065,3.1,0.3575,14.5,13.98,13.6,2.05,9.48,0.0239170385928065,0.0248385213641414
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","2","C1","On","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","T4_C1","16-120C_T4_C1","16-120D_T4_C1",6,2.96,0.3302,27,1,0,-1,1.48,40,116,24.87,0.8,1.48,56.03,0.1308,0.247,0.0515,0.5707,0.29,334.23,230.65,80.12,6e-04,180,40,280,0.0875,280,210,340,0.0255,3.1,0.4134,14.5,13.73,18.04,2.38,9.53,0,0.0321672698029755
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","2","C2","On","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","T5_C2","16-120C_T5_C2","16-120D_T5_C2",7,2.94,0.3421,18,0.53,0,-1,0.96,23,86,9.67,0.27,1.71,36.195,0.0764,0.3028,0.2,0.4208,0.04,4.24,198.05,105.04,0.0042,350,230,60,0.0574,70,20,200,0.0408,7.5,0.3452,14.5,12.96,21.16,1.98,6.96,0,0.0279214064115822
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","2","C3","On","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","T6_C3","16-120C_T6_C3","16-120D_T6_C3",8,2.52,0.3618,5,0.53,0,-1,0.3,7,220,68.47,1.73,1.22,12.833,0.024,0.3396,0.3478,0.2886,0.32,143.97,163.2,114.95,0.0015,10,170,60,0.0599,80,40,170,0.0419,7.5,0.3801,14.5,12.99,20.37,1.99,7.1,0,0.0252665400905506
"16-120C","2016","FMR1KO","3-day","train-conflict","trained","3","Retention","Off","16-120D","Maddy","AnimalRoom","MBL","conflict","conflict","Retention","16-120C_Retention","16-120D_Retention",9,2.94,0.4695,15,31.97,1.03,3,0.73,35,104,90.83,2.89,2.21,76.767,0.1493,0.2716,0.2434,0.3356,0.05,116.97,180.94,109.2,0.01,0,230,70,0.0474,100,0,180,0.0045,15.8,0.23,13.1,10.22,27.36,0.69,2.32,0.0322177040975915,0.031817681382803
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","1","Hab","Off",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Hab","16-121C_Hab","NA_Hab",1,2.58,0.4439,27,14.47,0.78,11.34,1.29,52,56,36.03,1.98,14.57,87.933,0.2264,0.2792,0.2098,0.2847,0.04,54.22,181.2,103.02,0.0157,180,70,270,0.0446,50,0,180,0.0722,14.5,0.3191,13.1,11.04,20.35,1.43,4.68,0.0539046302695231,0.0549542048293089
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","1","T1","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T1","16-121C_T1","NA_T1",2,1.92,0.2378,11,37.97,0.88,5.9,0.85,12,91,77,1.74,1.46,12.198,0.0311,0.4801,0.4146,0.0741,0.53,131.93,218.86,63.56,3e-04,10,160,80,0.0634,150,60,170,0.0249,3.1,0.3195,13.1,12.95,16.95,1.72,6.6,0.0231761917303134,0.0225974025974026
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","1","T2","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T2","16-121C_T2","NA_T2",3,2.19,0.2223,8,13.1,0.09,0.8,0.57,8,131,30.33,0.5,1.83,7.801,0.021,0.5435,0.4238,0.0117,0.71,125.11,212.79,48.24,2e-04,350,150,100,0.0896,130,90,170,0.0089,7.5,0.4652,14.5,14.19,13.24,3.14,14.67,0.00687022900763359,0.0164853280580284
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","1","T3","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T3","16-121C_T3","NA_T3",4,2.03,0.2592,2,102.6,1.95,1.04,0.15,2,405,194.9,3.94,1.83,1.666,0.0042,0.5248,0.4238,0.0473,0.6,138.94,230.42,55.18,0,0,150,80,0.0808,100,60,160,0.004,3.1,0.458,15.8,14.59,10.14,3.37,17.74,0.0190058479532164,0.0202154951257055
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","2","Retest","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Retest","16-121C_Retest","NA_Retest",5,1.71,0.3045,1,579.67,11.76,10.09,0.08,1,579,599.97,12.18,-1,0.7,0.0018,0.1498,0.7164,0.132,0.69,186.13,263.5,50.6,1e-04,340,220,170,0.0997,210,160,240,0.0099,3.1,0.3239,14.5,12.89,14.57,1.42,6.9,0.0202874049027895,0.0203010150507525
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","2","C1","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T4_C1","16-121C_T4_C1","NA_T4_C1",6,2.75,0.2297,11,0.53,0,-1,0.67,12,339,9.53,0.25,1.48,10.264,0.019,0.2867,0.5501,0.1443,0.54,142.5,129.86,96.2,6e-04,10,190,120,0.0651,140,100,200,0.004,3.1,0.6427,14.5,14.23,11.49,3.24,15.4,0,0.0262329485834208
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","2","C2","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T5_C2","16-121C_T5_C2","NA_T5_C2",7,2.01,0.1898,2,206.43,4.24,2.69,0.15,2,215,384.03,8.27,1.78,1.599,0.0027,0.1761,0.5915,0.2297,0.68,170.21,106.15,57.13,0,0,210,160,0.0761,210,150,230,0.0132,3.1,0.4928,14.5,13.56,14.16,2.42,10.98,0.020539650244635,0.0215347759289639
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","2","C3","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T6_C3","16-121C_T6_C3","NA_T6_C3",8,1.93,0.2303,2,328.13,6.7,6.18,0.16,2,328,406.73,8.27,6.1,1.933,0.0033,0.0635,0.5145,0.4187,0.69,196.94,111.59,49.15,0,0,240,190,0.0991,230,170,250,0.0213,3.1,0.4872,14.5,13.54,17.44,1.88,6.55,0.0204187364763966,0.0203328989747498
"16-121C","2016","FMR1KO","3-day","train-conflict","trained","3","Retention","Off",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Retention","16-121C_Retention","NA_Retention",9,1.6,0.1818,4,104.27,1.73,1.53,0.34,13,272,195.43,3.51,1.91,23.632,0.0423,0.2114,0.5562,0.1901,0.54,158.2,124.85,84.35,0.003,300,220,150,0.0647,210,130,230,0.0173,3.1,0.3723,13.1,12.99,16.01,2,7.71,0.0165915411911384,0.0179603950263521
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","1","Hab","Off",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Hab","16-121D_Hab","NA_Hab",1,3.33,0.4716,27,6.23,0.38,10.72,1.13,61,65,15.9,0.91,5.64,115.47,0.2897,0.3087,0.1935,0.2081,0.17,77.72,178.48,93.71,0.0089,210,130,10,0.0479,100,20,180,0.0098,15.8,0.413,13.1,11.86,19.89,1.62,5.27,0.0609951845906902,0.0572327044025157
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","1","T1","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T1","16-121D_T1","NA_T1",2,1.99,0.348,6,9.1,0.53,8.63,0.43,6,246,120.03,3.18,2.35,4.832,0.0123,0.6023,0.3337,0.0517,0.67,128.67,220.91,51.74,1e-04,330,150,100,0.0932,120,80,160,0.0154,15.8,0.3854,13.1,11.89,16.81,1.67,6.78,0.0582417582417582,0.026493376655836
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","1","T2","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T2","16-121D_T2","NA_T2",3,2.18,0.3197,6,56.67,1.02,1.26,0.41,6,175,78.6,1.47,2.52,4.032,0.0099,0.6835,0.2402,0.0664,0.6,115.51,207.31,59.51,0,0,130,80,0.1041,100,70,150,0.0018,3.1,0.4479,14.5,14.2,10.54,2.06,9.27,0.0179989412387507,0.0187022900763359
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","1","T3","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T3","16-121D_T3","NA_T3",4,2.29,0.3044,7,27.13,0.45,1.73,0.48,7,235,62.6,1.31,1.9,5.133,0.0132,0.8172,0.1694,3e-04,0.81,106.14,196.67,36.85,0,260,130,100,0.1412,120,80,140,2e-04,3.1,0.6841,15.8,15.24,6.32,3.68,25.21,0.0165868042757095,0.020926517571885
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","2","Retest","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Retest","16-121D_Retest","NA_Retest",5,2.19,0.3227,3,87.9,1.74,13.5,0.21,3,416,182.03,3.96,1.71,2.333,0.0055,0.8816,0.1129,0,0.84,102.1,193.36,34.55,0,0,110,80,0.1351,100,70,130,0.0025,9.7,0.6111,15.8,15.14,6.2,3.1,20.84,0.0197952218430034,0.0217546558259628
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","2","C1","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T4_C1","16-121D_T4_C1","NA_T4_C1",6,2.51,0.368,4,113.23,2.44,6.14,0.24,6,201,186.43,4.76,8.07,9.268,0.0168,0.0356,0.4356,0.5119,0.62,221.82,136.64,56.22,5e-04,10,240,180,0.0773,190,160,250,0.0059,3.1,0.4493,14.5,13.82,11.62,3.11,19.45,0.0215490594365451,0.0255323713994529
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","2","C2","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T5_C2","16-121D_T5_C2","NA_T5_C2",7,2.24,0.2757,2,115.1,2.49,1.78,0.14,2,405,194.57,4.3,1.78,2.867,0.0049,0.3956,0.5756,0.0239,0.78,128.87,94.88,68.29,1e-04,330,140,100,0.1038,130,90,160,2e-04,3.1,0.575,14.5,14.31,5.71,1.28,9.76,0.0216333622936577,0.0221000154186154
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","2","C3","On",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","T6_C3","16-121D_T6_C3","NA_T6_C3",8,2.24,0.3161,0,599.97,14.18,-1,0,0,599,599.97,14.18,-1,0.033,1e-04,1e-04,0.2474,0.7525,0.81,235.9,144.99,37.45,0,0,260,230,0.126,250,220,280,0.0058,9.7,0.5562,14.5,14.48,6.78,1.41,6.13,0.0236345150590863,0.0236345150590863
"16-121D","2016","FMR1KO","3-day","train-conflict","trained","3","Retention","Off",NA,"Maddy","AnimalRoom","MBL","conflict","conflict","Retention","16-121D_Retention","NA_Retention",9,2.43,0.4146,13,100.13,2.1,3.99,0.8,33,142,111.97,2.3,5.84,60.065,0.1215,0.0632,0.1376,0.6777,0.57,279.98,184.03,65.07,0.0017,50,300,260,0.1062,290,250,320,0.0246,7.5,0.3174,14.5,12.94,17.55,1.89,7.27,0.0209727354439229,0.0205412163972493
"16-116D","2016","FMR1KO","3-day","train-conflict","yoked","1","Hab","Off","16-116C","Maddy","AnimalRoom","MBL","control","controlconflict","Hab","16-116D_Hab","16-116C_Hab",1,3.69,0.5416,39,8.8,0.52,14.16,1.31,76,39,17.13,1.25,14.79,140.867,0.3546,0.2176,0.2035,0.2244,0.13,5.1,161.56,99.11,0.0118,210,120,330,0.0508,350,280,80,0.0057,15.8,0.3823,13.1,11.64,21.39,1.69,5.37,0.0590909090909091,0.0729713952130765
"16-116D","2016","FMR1KO","3-day","train-conflict","yoked","1","T1","On","16-116C","Maddy","AnimalRoom","MBL","control","controlconflict","T1","16-116D_T1","16-116C_T1",2,2.87,0.3654,22,7.27,0.15,5.33,1.27,68,171,42.83,1.51,4.65,129.501,0.3472,0.3392,0.1994,0.1143,0.27,55.92,158.54,83.93,0.0058,240,90,330,0.0469,40,0,150,1e-04,16.9,0.3875,14.5,13.87,14.77,2.27,10.49,0.0206327372764787,0.0352556619192155
"16-116D","2016","FMR1KO","3-day","train-conflict","yoked","1","T2","On","16-116C","Maddy","AnimalRoom","MBL","control","controlconflict","T2","16-116D_T2","16-116C_T2",3,1.76,0.2993,19,31.97,0.37,0.88,1.36,60,82,47.67,0.64,21.1,108.037,0.266,0.3244,0.2277,0.1819,0.14,65.75,173.58,95.04,0.0161,270,110,330,0.0538,70,10,180,0.0521,15.8,0.2916,11.5,11.09,24.15,0.93,2.98,0.0115733500156397,0.013425634571009
"16-116D","2016","FMR1KO","3-day","train-conflict","yoked","1","T3","On","16-116C","Maddy","AnimalRoom","MBL","control","controlconflict","T3","16-116D_T3","16-116C_T3",4,1.92,0.2345,15,2.47,0.04,1.9,1.13,47,97,55.07,1.04,1.78,91.399,0.221,0.2343,0.3131,0.2316,0.09,160.25,189.26,101.03,0.0189,220,170,20,0.0467,160,40,220,0.0337,14.5,0.438,11.5,11.47,20.9,1.19,5.55,0.0161943319838057,0.0188850553840567
