"","16-116B","16-117D","16-118B","16-118D","16-119B","16-119D","16-120B","16-120D","16-122B","16-122D","16-123D","16-124D","16-125D","16-126B"
"Gm8186",7.10002704064862,7.10002704064862,7.29626424990556,7.35543088193608,7.30255029384311,7.26884494287119,7.37772269733582,7.52929446324023,7.53396555825212,7.51782283891225,7.47665538726427,7.39320316877115,7.10002704064862,7.10002704064862
"Gm8206",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.39001942030442,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm8225",7.10002704064862,7.10002704064862,7.26029517690277,7.35543088193608,7.21701786864841,7.10002704064862,7.21354162837782,7.10002704064862,7.21246386038792,7.10002704064862,7.30672433774387,7.10002704064862,7.28856804299087,7.10002704064862
"Gm8237",7.52319006028375,7.10002704064862,7.10002704064862,7.10002704064862,7.36134080879668,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm8281",7.10002704064862,7.42130245593611,7.10002704064862,7.10002704064862,7.21701786864841,7.21943335629514,7.10002704064862,7.10002704064862,7.10002704064862,7.28145119228746,7.10002704064862,7.21988726958263,7.33085972258021,7.44077712800954
"Gm8369",7.10002704064862,7.10002704064862,7.21338284729887,7.10002704064862,7.10002704064862,7.10002704064862,7.21354162837782,7.35949116970925,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm853",7.10002704064862,7.32743726433593,7.26029517690277,7.10002704064862,7.10002704064862,7.10002704064862,7.21354162837782,7.10002704064862,7.10002704064862,7.28145119228746,7.10002704064862,7.10002704064862,7.28856804299087,7.10002704064862
"Gm8797",7.10002704064862,7.37840292964196,7.26029517690277,7.10002704064862,7.21701786864841,7.26884494287119,7.10002704064862,7.10002704064862,7.21246386038792,7.24819174357296,7.10002704064862,7.10002704064862,7.36647522313722,7.29706362655115
"Gm8973",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.30672433774387,7.10002704064862,7.10002704064862,7.10002704064862
"Gm9008",7.33238350298076,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm9242",7.10002704064862,7.10002704064862,7.47502587074869,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.28361934174667,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm960",7.45444920785166,7.49310405491879,7.35323840666608,7.10002704064862,7.38620398330365,7.45743358016286,7.21354162837782,7.10002704064862,7.43665868495001,7.33414201067535,7.2688427299826,7.30751190000743,7.52042862046355,7.32748650073533
"Gm9726",7.10002704064862,7.10002704064862,7.10002704064862,7.62435296835416,7.38620398330365,7.10002704064862,7.10002704064862,7.10002704064862,7.63629881482392,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm973",7.36823285503107,7.37840292964196,7.39947763280393,7.22785396999922,7.36134080879668,7.41540827900818,7.3268810007868,7.56638023472784,7.37509276592788,7.30947169382061,7.30672433774387,7.43836460307981,7.49899505092052,7.21384508154889
"Gm9745",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.26543178697366,7.33863579213739,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.33863266797079,7.26948632277505,7.10002704064862,7.10002704064862
"Gm9747",7.36823285503107,7.32743726433593,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.43987236171332,7.10002704064862,7.21246386038792,7.10002704064862,7.10002704064862,7.43836460307981,7.10002704064862,7.42137187229743
"Gm9767",7.10002704064862,7.2609135000678,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.35118974618706,7.10002704064862,7.10002704064862,7.26948632277505,7.10002704064862,7.21384508154889
"Gm9772",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21988726958263,7.36647522313722,7.10002704064862
"Gm9774",7.10002704064862,7.32743726433593,7.39947763280393,7.10002704064862,7.21701786864841,7.30672704565672,7.35359236064467,7.41759134325431,7.21246386038792,7.28145119228746,7.39209223544678,7.30751190000743,7.10002704064862,7.400694949154
"Gm9776",7.87379370766964,7.37840292964196,7.56550362491548,7.70873876938279,7.46907883392929,7.61787124441493,7.65288705375354,7.54823333587959,7.81288225615046,7.49100870730674,7.64413406973368,7.6712826109504,7.61401277243525,7.55354760254986
"Gm9797",7.10002704064862,7.75800523192263,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.57954260887937,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm9803",7.10002704064862,7.32743726433593,7.55171976633471,7.60886057627815,7.56608932122181,7.26884494287119,7.10002704064862,7.71829690734722,7.35118974618706,7.56673321482859,7.10002704064862,7.83125539721681,7.67769630269305,7.65434784959817
"Gm9804",7.23427470519433,7.32743726433593,7.10002704064862,7.10002704064862,7.21701786864841,7.26884494287119,7.10002704064862,7.10002704064862,7.21246386038792,7.10002704064862,7.10002704064862,7.10002704064862,7.23339306294794,7.10002704064862
"Gm9817",7.10002704064862,7.10002704064862,7.45766534847145,7.22785396999922,7.10002704064862,7.10002704064862,7.26051955410886,7.10002704064862,7.43665868495001,7.28145119228746,7.2688427299826,7.21988726958263,7.23339306294794,7.21384508154889
"Gm9821",7.83963036826471,7.81263956451321,7.81859451505377,7.86869790847401,7.74616896667061,7.77985268729749,7.80215836107676,7.82717076315563,7.83796639551535,7.53058787485795,7.78987819455346,7.83125539721681,7.76129091879113,7.64281378250392
"Gm9830",7.23427470519433,7.52438177849456,7.52276081014399,7.57630234283319,7.53622324287458,7.10002704064862,7.37772269733582,7.10002704064862,7.57502841406989,7.20481831745087,7.45742891372486,7.10002704064862,7.39781977965702,7.29706362655115
"Gm9837",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.3677354993418,7.10002704064862,7.10002704064862
"Gm9843",7.79122051353015,7.95433918182923,8.2274254685427,8.2483633845191,8.63534393432054,8.02459828683227,7.61757084413478,7.35949116970925,8.45442967597323,8.2926015259788,7.49492685724282,7.99098618929213,8.00000040332657,8.18399805569471
"Gm9847",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.26948632277505,7.10002704064862,7.10002704064862
"Gm9857",7.10002704064862,7.10002704064862,7.26029517690277,7.32128530229611,7.26543178697366,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm9881",7.23427470519433,7.55345003115811,7.37733525732744,7.32128530229611,7.43029609246629,7.45743358016286,7.47554846907961,7.61688638550334,7.25899652582281,7.20481831745087,7.33863266797079,7.51393348102726,7.56023137315912,7.37846313860718
"Gm9887",7.10002704064862,7.10002704064862,7.21338284729887,7.52260740949492,7.10002704064862,7.36672398618745,7.21354162837782,7.32480510022515,7.21246386038792,7.20481831745087,7.2688427299826,7.10002704064862,7.10002704064862,7.10002704064862
"Gm9903",7.10002704064862,7.10002704064862,7.29626424990556,7.10002704064862,7.10002704064862,7.26884494287119,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.30751190000743,7.10002704064862,7.10002704064862
"Gm9913",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.24819174357296,7.10002704064862,7.21988726958263,7.23339306294794,7.10002704064862
"Gm9918",7.23427470519433,7.10002704064862,7.26029517690277,7.10002704064862,7.40904939703048,7.21943335629514,7.3268810007868,7.10002704064862,7.32473039965414,7.10002704064862,7.36672049623145,7.10002704064862,7.10002704064862,7.32748650073533
"Gm9923",7.10002704064862,7.10002704064862,7.43939893334315,7.10002704064862,7.48698705399159,7.56065863249852,7.21354162837782,7.10002704064862,7.10002704064862,7.30947169382061,7.30672433774387,7.10002704064862,7.10002704064862,7.400694949154
"Gm9925",7.75236935133159,7.71870894704469,7.43939893334315,7.38548436707947,7.46907883392929,7.60420028167723,7.75641973442618,7.46647357923051,7.37509276592788,7.64147492038415,7.47665538726427,7.33954128945174,7.45213148563627,7.42137187229743
"Gm9930",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21354162837782,7.10002704064862,7.10002704064862,7.10002704064862,7.2688427299826,7.3677354993418,7.33085972258021,7.21384508154889
"Gm9936",7.10002704064862,7.2609135000678,7.29626424990556,7.41262834153335,7.10002704064862,7.33863579213739,7.26051955410886,7.10002704064862,7.10002704064862,7.20481831745087,7.10002704064862,7.26948632277505,7.33085972258021,7.21384508154889
"Gm9938",7.76558974273883,7.45903949292327,7.66336615374683,7.91772223696947,7.53622324287458,7.64414112674178,7.66414574649597,7.8597581119816,7.57502841406989,7.68885090631855,7.60419373188708,7.54684401934188,7.86882590653082,7.56738629169121
"Gm9945",7.10002704064862,7.10002704064862,7.37733525732744,7.38548436707947,7.10002704064862,7.10002704064862,7.21354162837782,7.10002704064862,7.25899652582281,7.10002704064862,7.21943179020887,7.33954128945174,7.10002704064862,7.10002704064862
"Gm9949",7.10002704064862,7.32743726433593,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.23339306294794,7.32748650073533
"Gm9955",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21701786864841,7.10002704064862,7.10002704064862,7.10002704064862,7.21246386038792,7.30947169382061,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm9956",7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21354162837782,7.22989016909171,7.25899652582281,7.10002704064862,7.21943179020887,7.21988726958263,7.10002704064862,7.10002704064862
"Gm9958",7.10002704064862,7.2609135000678,7.10002704064862,7.35543088193608,7.21701786864841,7.10002704064862,7.10002704064862,7.10002704064862,7.25899652582281,7.24819174357296,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gm996",9.66805855615082,9.79243921910012,9.48527744868118,9.53865648865295,9.63649028290936,9.54794392077946,9.52299967218223,9.5636428197717,9.45874511611998,9.5253215919344,9.51565480307307,9.48808673461993,9.4891300661062,9.55736193783398
"Gm9964",7.428275490094,7.10002704064862,7.26029517690277,7.28074258433469,7.30255029384311,7.41540827900818,7.45816400567646,7.10002704064862,7.10002704064862,7.33414201067535,7.5451584801589,7.10002704064862,7.10002704064862,7.21384508154889
"Gm9970",7.10002704064862,7.10002704064862,7.21338284729887,7.22785396999922,7.21701786864841,7.26884494287119,7.29653884316416,7.10002704064862,7.10002704064862,7.30947169382061,7.10002704064862,7.10002704064862,7.10002704064862,7.21384508154889
"Gm9978",7.28981353680072,7.65422906890901,7.26029517690277,7.46075406490068,7.46907883392929,7.51237572208462,7.43987236171332,7.39001942030442,7.56176006992948,7.30947169382061,7.61786452073113,7.45878606227314,7.56023137315912,7.400694949154
"Gm9994",7.23427470519433,7.10002704064862,7.29626424990556,7.10002704064862,7.10002704064862,7.10002704064862,7.26051955410886,7.50945364330577,7.21246386038792,7.10002704064862,7.10002704064862,7.30751190000743,7.10002704064862,7.10002704064862
"Gm9996",7.50161754668462,7.10002704064862,7.21338284729887,7.10002704064862,7.40904939703048,7.33863579213739,7.26051955410886,7.54823333587959,7.10002704064862,7.10002704064862,7.30672433774387,7.26948632277505,7.36647522313722,7.32748650073533
"Gmcl1",7.76558974273883,7.95433918182923,8.15221615190651,7.85847520851313,7.97765191265523,8.09375127901665,8.04004778217401,8.02960027768207,8.03141719571601,7.89502424464488,8.0937387305199,7.9521590797784,7.8797861205796,7.94732733896253
"Gmds",7.85120636471818,7.52438177849456,7.45766534847145,7.48251212601347,7.55141136617274,7.47666030197681,7.55234766137643,7.50945364330577,7.48844402809106,7.44682125218329,7.45742891372486,7.43836460307981,7.47630998134662,7.56738629169121
"Gmeb1",7.96753668468877,8.09806880508861,7.98600435524186,8.13229819390266,8.02051710001676,8.11344668072481,7.82812386047982,8.07897223383911,8.01863705550584,8.13618578051392,7.93297009980229,8.07031354059403,8.10439039321743,8.17303050522914
"Gmeb2",8.17429671626569,8.14480005616481,8.20126280718259,8.34600612537634,7.74616896667061,8.02459828683227,8.1702928330723,8.06283610983212,8.12151566531767,7.9271663359007,8.20585305673837,7.92788498750229,8.06246585461549,8.11019778037729
"Gmfb",9.10780458033012,9.2287192679839,9.09701106664304,9.33574495363406,9.03252077120212,9.22965950605075,9.40957222459711,9.29502168944812,9.26387888119313,9.18396970957976,9.19582074610423,9.26257072711933,9.32825886377713,9.24847072883571
"Gmfg",7.428275490094,7.10002704064862,7.10002704064862,7.22785396999922,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.24819174357296,7.10002704064862,7.21988726958263,7.10002704064862,7.10002704064862
"Gmip",7.56325002605859,7.75800523192263,7.68517353703045,7.92714417583836,7.63325298158423,7.71596891044298,7.88511124108532,7.48857263850965,7.86215726392666,7.91447743750264,7.73801366147438,7.64618639569663,7.83487246171861,7.73881521854954
"Gmnn",7.47878510818635,7.10002704064862,7.10002704064862,7.50307155413099,7.30255029384311,7.36672398618745,7.10002704064862,7.4429209371312,7.25899652582281,7.30947169382061,7.36672049623145,7.10002704064862,7.10002704064862,7.42137187229743
"Gmppa",7.94769574656495,8.02282278484484,8.03877679035795,7.93644875039811,8.06123355583807,8.03177775586315,7.91573024183934,8.02960027768207,8.056397197363,8.01053563783285,7.99521585308972,8.01339695439226,7.89058010617977,8.21613872171066
"Gmppb",7.81586780551893,7.77674332402312,8.05145354004141,7.77059233388253,7.93230204887246,7.8739374618577,7.73713844669728,7.90097018379042,7.83796639551535,7.83325906822778,8.12632133724744,7.74040957326455,7.79912493577902,7.78605301630932
"Gmpr",8.33593199438363,8.36667583948083,8.46881656349944,8.4134592755905,8.85486548135662,8.27368315491229,8.43758467474318,8.60107192254901,8.65025427534331,8.56269327557496,8.4391837939355,8.51581833724865,8.28213512356429,8.76280806236386
"Gmpr2",7.80366051072358,7.84668161954677,7.83555028474011,7.68204046978051,7.84995057592986,7.73802190011433,7.88511124108532,7.80453593684494,7.89316384145877,7.88842233275292,7.73801366147438,7.80237722930678,7.78676214030208,7.69815868248776
"Gmps",8.98617450625429,8.75616308768624,8.7085989824701,8.6070421288995,8.57815958377743,8.67557163567801,8.99252374287016,8.87702109076895,8.61235336509079,8.79498341395576,8.82617097830631,9.12688259421089,8.93089574734798,8.68461322880626
"Gna11",9.25183591771326,9.53303404826505,9.37457916895659,9.21990531194468,9.3605190722705,9.21527511978038,9.3401380282989,9.32157727396848,9.26593629194522,9.2880883684391,9.35242666706301,9.33546138439214,9.28621290618329,9.32517257860753
"Gna12",8.26896891079817,8.59315080787223,8.44417807249276,8.53660187550362,8.35767245160728,8.38208165856385,8.22892953924963,8.34687248267987,8.45846997388742,8.5434361064003,8.39180684189189,8.61147040838687,8.34106465238925,8.34411662583133
"Gna13",8.68089207876185,8.30144249560592,8.34850929391702,8.30447573797361,8.44082009527549,8.41103326672308,8.49073090772139,8.39371911182009,8.55114323957626,8.34866835171302,8.56984939197895,8.38173827461441,8.28213512356429,8.39804430356734
"Gna14",7.45444920785166,7.10002704064862,7.10002704064862,7.10002704064862,7.21701786864841,7.10002704064862,7.21354162837782,7.10002704064862,7.10002704064862,7.30947169382061,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862
"Gna15",7.47878510818635,7.37840292964196,7.43939893334315,7.35543088193608,7.40904939703048,7.33863579213739,7.10002704064862,7.28361934174667,7.29467494664535,7.10002704064862,7.21943179020887,7.33954128945174,7.42612741795521,7.35426880845953
"Gnai1",9.21273253245557,9.35265684132652,9.32558432175387,9.14042331968314,9.4389333653501,9.44873210021539,9.32420006254275,9.36806828776077,9.28228001953356,9.32444785372342,9.41600299550595,9.52125838502424,9.65021363156833,9.40525264643329
"Gnai2",8.96779448312862,8.74980948411706,8.86190636111521,8.80703329780861,8.89131226273453,8.71598132517452,8.77442928674076,8.83912657461674,8.82311511073504,8.85581266172112,8.76890247920676,8.76071804680345,8.82062897406789,8.90246200192014
"Gnai3",8.05113253849466,8.06128810720373,7.92206740334281,8.1176124044497,7.99937216962655,7.96472974667091,8.00743078568306,7.80453593684494,8.07465406268944,7.95798163326674,7.94900958060517,7.92788498750229,8.16754292603242,7.84684008920493
"Gnal",8.28273226927944,8.15610780365182,8.11213059536911,8.65602510632943,8.10637189575404,8.16391065606045,8.20803311663362,7.9494117562266,8.08065322183375,8.27177852167571,8.22326776524716,8.31549644258329,8.05382649218125,8.23696745681431
"Gnao1",11.1690312355289,11.1261631488576,11.1404506144286,11.0856456685884,11.0501372627921,10.9649971126011,11.0167373059286,10.9529854149668,10.9134000383888,11.0719346472844,11.1082357459786,11.0587001864911,10.9978274450977,10.9891842350518
"Gnaq",10.7317753743285,10.5948341962974,10.7723906453616,10.3693466634838,10.3101661243545,10.6563837694207,10.522385327747,10.6087516713865,10.2368478475271,10.4428815046985,10.5717580085654,10.5800375812784,10.6137575401674,10.3457708559746
"Gnas",10.9479992172082,10.9052420425388,11.0478291251921,11.1169064135273,11.3709226778864,10.9464667889431,10.9347954966772,11.1838460617604,11.2941614065389,11.2486537801559,10.9999890027516,11.1436444346429,10.9903248610696,11.3740898424145
"Gnat1",7.23427470519433,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21943335629514,7.29653884316416,7.28361934174667,7.10002704064862,7.20481831745087,7.10002704064862,7.21988726958263,7.36647522313722,7.26094836943922
"Gnat2",7.54368657153079,7.10002704064862,7.35323840666608,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.35118974618706,7.10002704064862,7.10002704064862,7.30751190000743,7.10002704064862,7.10002704064862
"Gnaz",12.0304327127135,11.5362137838756,10.5423748479306,9.98660116276749,9.98850504114669,11.0006873326093,11.3446287079827,11.6080228124363,10.580234626606,10.1518367633156,10.5036530783023,10.2947925493992,10.9969957662324,10.2780859582521
"Gnb1",10.6121772820704,10.7030193528137,10.667338121081,10.5095009724275,10.7492030786987,10.6177643852521,10.6730214696135,10.5993998653648,10.5928501726839,10.621382536954,10.6418853870222,10.5221604473641,10.5940281576078,10.6442901499766
"Gnb1l",7.23427470519433,7.10002704064862,7.35323840666608,7.10002704064862,7.56608932122181,7.33863579213739,7.37772269733582,7.74419747984138,7.35118974618706,7.39596755525698,7.2688427299826,7.10002704064862,7.28856804299087,7.42137187229743
"Gnb2",9.72542169813347,9.76367349912091,9.77002281631986,9.96139687754692,9.96612913347432,9.73671024324146,9.87803393181552,9.73055657389363,9.98533435119775,9.8560876621591,9.74806110713635,9.81631640302344,9.75258862120511,10.0327484981861
"Gnb3",7.10002704064862,7.32743726433593,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.3268810007868,7.10002704064862,7.35118974618706,7.20481831745087,7.39209223544678,7.10002704064862,7.42612741795521,7.21384508154889
"Gnb4",7.8848214019686,7.65422906890901,7.89948932702542,7.48251212601347,7.71459660711778,7.85613549936091,7.57954260887937,7.71829690734722,7.63629881482392,7.80391012767301,7.66913833417354,7.59197864734594,7.67769630269305,7.74855720091226
"Gnb5",8.59290384243412,8.78742849810033,8.7472434073474,8.71961342266803,8.80127449023959,8.74451313803194,8.79291093079295,8.63822939623035,8.76622841546313,8.8308403305689,8.72674314018312,8.55423843290327,8.64298501103728,8.88550713080874
"Gne",8.24083797922174,8.22115758014842,8.35758461562386,8.60248207561033,8.50958252804396,8.42050681582124,8.34558341161661,8.43852870069336,8.28787490485633,8.49714051640095,8.51082728235874,8.49387356874347,8.43803024911877,8.15632721393861
"Gng10",8.13513039152897,8.16727533794761,8.27276954934709,8.21571018383766,8.4046878977234,8.10693104220282,8.17578024089211,8.14806990226415,8.32068938171057,8.07568413785921,8.16389729468105,8.26135454962544,8.13652773898513,8.30649381466308
"Gng11",7.428275490094,7.10002704064862,7.26029517690277,7.28074258433469,7.21701786864841,7.10002704064862,7.29653884316416,7.10002704064862,7.41748601841522,7.20481831745087,7.30672433774387,7.10002704064862,7.10002704064862,7.42137187229743
"Gng12",7.94769574656495,8.13334739961746,8.08233089835509,8.12498588513374,7.99219808440382,8.05988696749444,7.92318920484836,8.14806990226415,8.07465406268944,8.03282767529715,8.04593934070915,8.23882019169265,8.15216919700722,8.21613872171066
"Gng13",7.428275490094,7.10002704064862,7.43939893334315,7.35543088193608,7.55141136617274,7.39209605525857,7.43987236171332,7.63261779643725,7.50420330896997,7.51782283891225,7.47665538726427,7.39320316877115,7.39781977965702,7.56738629169121
"Gng2",9.54076453836804,9.47676946394573,9.50983936684317,9.50357695923223,9.48121268065958,9.43859802016813,9.50387419174892,9.44210200238831,9.40063929197885,9.28984280740983,9.62624203580385,9.31985866762872,9.17009904534859,9.23559713244975
"Gng3",8.68089207876185,8.73699835494932,8.78772303983754,8.94448256884112,9.07453250620371,8.66807003036356,8.73336621208295,8.93173978181236,9.15885370939046,9.06653964070902,8.62197803448698,8.82876560062174,8.97163713059615,8.98389696880742
"Gng4",7.92732419210346,7.91013044443376,7.66336615374683,7.87877414367828,7.91656165932555,7.91659108091298,7.89288801111697,7.78108840673837,7.846124890338,7.79636388924978,7.89981951136803,7.99098618929213,7.77415546959884,7.87130872928962
"Gng5",7.23427470519433,7.49310405491879,7.37733525732744,7.46075406490068,7.52046962257682,7.43708838940814,7.3268810007868,7.50945364330577,7.62464076420197,7.54297467574335,7.47665538726427,7.4780847374248,7.54079339501006,7.61894037203515
"Gng7",9.17241266945104,9.10129499417655,8.93180770885346,8.89918447478491,9.23225995486074,8.98044915244976,8.95029262600834,9.1624170768001,9.14764063209702,9.13552083537797,9.04540039338006,9.07917101957133,9.10624070567236,9.26333092876947
"Gng8",7.10002704064862,7.10002704064862,7.21338284729887,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.26948632277505,7.10002704064862,7.10002704064862
"Gngt1",7.33238350298076,7.10002704064862,7.45766534847145,7.28074258433469,7.26543178697366,7.49493200750045,7.29653884316416,7.10002704064862,7.10002704064862,7.39596755525698,7.5451584801589,7.10002704064862,7.23339306294794,7.35426880845953
"Gngt2",7.10002704064862,7.10002704064862,7.10002704064862,7.22785396999922,7.21701786864841,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.30947169382061,7.10002704064862,7.10002704064862,7.10002704064862,7.21384508154889
"Gnl1",9.22791184101555,8.97563254413755,9.18000796842546,9.11379515400622,9.3375366065307,9.24388640907727,9.02581347910593,9.07003508235913,9.41356829420492,9.31588166015873,9.09400864899067,9.06559360488027,9.16698048681515,9.22694340878613
"Gnl2",8.05991404479399,8.13334739961746,8.10625215072081,8.07200672330348,8.27756196456643,8.11344668072481,8.2237488808204,7.9207266517651,8.34797803879683,8.01053563783285,8.08035436345813,8.11714946873908,8.3218082172784,8.20554836546255
"Gnl3",7.72503257762049,7.87911375029013,7.88403880287419,7.70873876938279,7.86719812800741,7.75929191680166,7.80215836107676,7.93041049839935,7.9857723145364,7.92084899661001,7.91658064225819,7.77215880083005,7.84637719578097,7.91030172398132
"Gnl3l",9.65716594890478,9.65165741844138,9.52711271365785,9.32816375205637,9.43110035460492,9.78166794655295,9.62440305597836,9.60254671022569,9.21350044836847,9.45600825869249,9.57575801339648,9.6339896143568,9.4085318072437,9.29048786472376
"Gnmt",7.39978277872297,7.32743726433593,7.10002704064862,7.35543088193608,7.10002704064862,7.43708838940814,7.3268810007868,7.35949116970925,7.10002704064862,7.10002704064862,7.2688427299826,7.26948632277505,7.10002704064862,7.21384508154889
"Gnpat",8.36779728912395,8.39339406759057,8.47690421287628,8.46650459040227,8.35767245160728,8.42989517208091,8.23408191286073,8.53291886280297,8.49416000444245,8.45932040754294,8.36230133520614,8.32075010194691,8.54266064676535,8.38925149307171
"Gnpda1",7.81586780551893,7.63090337115041,7.62888360070116,7.48251212601347,7.66961325453985,7.65679070463288,7.66414574649597,7.46647357923051,7.71143892177942,7.67039684572421,7.52908690387331,7.68340601638028,7.67769630269305,7.76758693858069
"Gnpda2",7.79122051353015,7.82987574006498,7.8099521225604,7.48251212601347,7.88403210281819,7.65679070463288,7.64138267219189,7.82717076315563,7.76881429703183,7.84746646449485,7.84705120090132,7.86793633516478,7.78676214030208,7.82146666636591
"Gnpnat1",7.68146710406611,7.69803076796009,7.62888360070116,7.5928607679252,7.63325298158423,7.64414112674178,7.3268810007868,7.56638023472784,7.64769769643966,7.61083782501069,7.39209223544678,7.72944645636777,7.47630998134662,7.52447318709857
"Gnptab",8.92637240526387,8.98616196075809,9.13456394517809,9.02077614779362,8.8762586945379,8.98334542717592,9.01820939386098,8.94945070978759,8.91865234816456,8.978015092608,8.95108739064147,8.96325534575318,8.65729247010714,8.82123146379328
"Gnptg",8.08572284118553,8.50977195230016,8.26783590506697,8.19555862770468,8.57815958377743,8.23471491664536,8.01405970832842,8.57237451295853,8.23396265502447,8.49036258823289,8.27366854964366,8.5244734980768,8.29553819181323,8.59709416411793
"Gnrh1",7.47878510818635,7.10002704064862,7.26029517690277,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21246386038792,7.10002704064862,7.10002704064862,7.21988726958263,7.36647522313722,7.10002704064862
"Gnrhr",7.10002704064862,7.10002704064862,7.10002704064862,7.35543088193608,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.10002704064862,7.21988726958263,7.10002704064862,7.10002704064862
"Gns",8.77571924671298,8.89366828403826,8.66182624701483,8.69459626428259,8.63905517236858,8.836018984808,8.66723156913126,8.76365738774815,8.5249211298967,8.70870974901617,8.54494152848579,8.83536209562801,8.84511607592937,8.72761714603661
"Golga1",8.36150400844772,8.19997996325874,8.26287692278329,7.94563986706965,8.02051710001676,8.21751276139721,8.07756301875493,8.05465075093965,8.0377332486464,8.00486543170991,8.01003501463171,8.09069886037503,8.18266055988686,7.83003079228767
"Golga2",9.26363520803428,9.07225790662209,9.08744735378477,8.89562971482166,9.17386262178154,9.16613892445601,9.31009427533366,9.09219740998103,9.27617503252521,9.08926892919466,9.0371140671634,9.01262478290022,9.16072060759023,9.16469268276647
"Golga3",8.67617780707818,8.81789271556708,8.84743114870255,8.81847055388529,8.77849046162702,8.77580458753519,8.99252374287016,8.7554271863783,8.71930225791152,8.80533838683422,8.81626227927088,8.98963547297589,8.78718126930974,8.61514641003248
"Golga4",9.2547957606823,8.94891165805702,9.16428462100254,9.04940748779482,8.84557999022227,9.19828912369848,9.13470327026988,9.0409582664128,8.9105175482746,8.89472761570022,9.06181147121357,9.31536656427818,9.14810864940613,8.97863151985069
"Golga5",7.94769574656495,7.73867887826064,7.9294428047556,8.20232446692383,7.98495854458443,7.74874988501804,7.98720833169184,8.02107774864526,7.97223556270239,7.95798163326674,7.74874151236739,8.06340823083695,7.81125662613804,7.82146666636591
