"","pvalgenotypeFMR1WT","padjgenotypeFMR1WT","log2FoldChange","rownames"
"0610007P14Rik",0.552799723133589,0.999781696584314,0.0446162068928321,"0610007P14Rik"
"0610009B22Rik",0.431401572499944,0.989611193172537,-0.0778405035952667,"0610009B22Rik"
"0610009L18Rik",0.44673278769446,0.99684247778883,-0.230146360527051,"0610009L18Rik"
"0610009O20Rik",0.50482663019688,0.999781696584314,0.0599534817184228,"0610009O20Rik"
"0610010B08Rik",0.784745848204915,0.999781696584314,0.235624231198822,"0610010B08Rik"
"0610010F05Rik",0.663721931863564,0.999781696584314,-0.026901202799642,"0610010F05Rik"
"0610010K14Rik",0.722278666566483,0.999781696584314,0.0431817699254963,"0610010K14Rik"
"0610011F06Rik",0.00161125246015625,0.0910324040783546,0.197031904120311,"0610011F06Rik"
"0610012G03Rik",0.00895035816361653,0.243634014130209,0.281133958326684,"0610012G03Rik"
"0610030E20Rik",0.442628541571662,0.99684247778883,-0.145493327669265,"0610030E20Rik"
"0610031J06Rik",0.0215210898189506,0.373742638539334,0.17491180434404,"0610031J06Rik"
"0610037L13Rik",0.749252827102213,0.999781696584314,0.0328535621296492,"0610037L13Rik"
"0610038B21Rik",0.865761437253781,0.999781696584314,0.337337360501987,"0610038B21Rik"
"0610039K10Rik",0.344763819323125,0.962282765072451,-0.791620588777993,"0610039K10Rik"
"0610040B10Rik",0.732096295160606,0.999781696584314,-0.143980915047821,"0610040B10Rik"
"0610040F04Rik",0.342694965974796,0.961540673062524,-0.486229271065515,"0610040F04Rik"
"0610040J01Rik",0.994392358595689,0.999781696584314,0.00112786964880483,"0610040J01Rik"
"0610043K17Rik",0.871411972717188,0.999781696584314,-0.183638859874692,"0610043K17Rik"
"1010001N08Rik",0.197450960831854,0.86731284625679,3.73474946302114,"1010001N08Rik"
"1100001G20Rik",0.514267979133295,0.999781696584314,0.871091357645193,"1100001G20Rik"
"1110001J03Rik",0.858097679899204,0.999781696584314,0.0248360643818366,"1110001J03Rik"
"1110002L01Rik",0.125620075004692,0.771786282366661,-0.123773385198013,"1110002L01Rik"
"1110004E09Rik",0.935646607140847,0.999781696584314,-0.00797367484380017,"1110004E09Rik"
"1110004F10Rik",0.837855672072959,0.999781696584314,0.0193898952416383,"1110004F10Rik"
"1110006O24Rik",0.408197521438433,0.982696237495791,-1.22838720554271,"1110006O24Rik"
"1110007C09Rik",0.679203332191593,0.999781696584314,0.0785444092589006,"1110007C09Rik"
"1110008F13Rik",0.130658152849702,0.780512780842372,0.119206812292637,"1110008F13Rik"
"1110008L16Rik",0.0912596644701352,0.685836942485669,-0.161233410338092,"1110008L16Rik"
"1110008P14Rik",0.43125597153878,0.989533556370216,0.0694701673706758,"1110008P14Rik"
"1110012L19Rik",0.391145466529275,0.979012879888958,0.125542914341796,"1110012L19Rik"
"1110015O18Rik",0.761675303254561,0.999781696584314,-0.902966108890605,"1110015O18Rik"
"1110017D15Rik",0.741241064951249,0.999781696584314,0.0659438638609147,"1110017D15Rik"
"1110019D14Rik",0.415227709876139,0.985192315810573,-0.19392757378179,"1110019D14Rik"
"1110020A21Rik",0.0369443237517514,0.466148215845207,0.902437928712097,"1110020A21Rik"
"1110028F11Rik",0.327136645972662,0.955546630964823,-1.81347577526651,"1110028F11Rik"
"1110032A03Rik",0.680241631261815,0.999781696584314,0.0367649424382113,"1110032A03Rik"
"1110032F04Rik",0.135561521415753,0.789857157657534,-0.175437725817255,"1110032F04Rik"
"1110034G24Rik",0.645430370145473,0.999781696584314,-0.0808209789232229,"1110034G24Rik"
"1110037F02Rik",0.651678315896151,0.999781696584314,-0.0319188768852827,"1110037F02Rik"
"1110038B12Rik",0.604256007936898,0.999781696584314,0.075322781177849,"1110038B12Rik"
"1110038F14Rik",0.598529822930764,0.999781696584314,-0.0613980968649937,"1110038F14Rik"
"1110046J04Rik",0.153142695752371,0.814545564519609,-0.350544107053851,"1110046J04Rik"
"1110051M20Rik",0.660365998133282,0.999781696584314,-0.0261722770263841,"1110051M20Rik"
"1110054M08Rik",0.454395427750817,0.99684247778883,-0.121061269402157,"1110054M08Rik"
"1110057K04Rik",0.440397587401327,0.99684247778883,-0.0587287335088839,"1110057K04Rik"
"1110058L19Rik",0.849305480484386,0.999781696584314,-0.0218173955639303,"1110058L19Rik"
"1110059E24Rik",0.191628699798261,0.86731284625679,-0.0938668987687425,"1110059E24Rik"
"1110059G10Rik",0.996258872934966,0.999781696584314,0.00059733859490654,"1110059G10Rik"
"1110065P20Rik",0.959911573697824,0.999781696584314,-0.00666116194152124,"1110065P20Rik"
"1190002F15Rik",0.691823234344135,0.999781696584314,-1.18020974566429,"1190002F15Rik"
"1190002N15Rik",0.786718235628526,0.999781696584314,-0.0164493303880571,"1190002N15Rik"
"1190005I06Rik",0.626675763565796,0.999781696584314,0.0981492221104186,"1190005I06Rik"
"1190007I07Rik",0.810216594743906,0.999781696584314,0.0413398723897006,"1190007I07Rik"
"1200014J11Rik",0.0545280109940186,0.54838251664588,0.121108208097039,"1200014J11Rik"
"1300002E11Rik",0.953197341893211,0.999781696584314,-0.00953535111134685,"1300002E11Rik"
"1300002K09Rik",0.288932851738747,0.934389444778503,-1.98897164923385,"1300002K09Rik"
"1300017J02Rik",0.840036282369393,0.999781696584314,-0.283392533546854,"1300017J02Rik"
"1500004A13Rik",0.67046783954396,0.999781696584314,-0.0591113721774583,"1500004A13Rik"
"1500009C09Rik",0.44562166082683,0.99684247778883,-0.0601972477041349,"1500009C09Rik"
"1500009L16Rik",0.124309442672225,0.770069539445412,-0.154579025953232,"1500009L16Rik"
"1500011B03Rik",0.30171046386462,0.941411306522267,0.067318347581835,"1500011B03Rik"
"1500011K16Rik",0.421866916554804,0.9860786242492,-0.124546681037784,"1500011K16Rik"
"1500012F01Rik",0.507644885454455,0.999781696584314,0.0816741970663054,"1500012F01Rik"
"1500012K07Rik",0.977623699184751,0.999781696584314,0.025158460613158,"1500012K07Rik"
"1500015A07Rik",0.602643855906164,0.999781696584314,-0.139457527251931,"1500015A07Rik"
"1500015L24Rik",0.652907878622236,0.999781696584314,-0.890443404787317,"1500015L24Rik"
"1500015O10Rik",0.0170156736051005,0.338666794011193,0.414871679215971,"1500015O10Rik"
"1500017E21Rik",0.416521642838272,0.9854161576985,-0.165716964788255,"1500017E21Rik"
"1600002D24Rik",0.0225781496576706,0.383426887397519,-6.85594716161046,"1600002D24Rik"
"1600002H07Rik",0.79928888476183,0.999781696584314,-0.0321358599651193,"1600002H07Rik"
"1600002K03Rik",0.474354225115688,0.999781696584314,0.126787229569619,"1600002K03Rik"
"1600010M07Rik",0.0287152588937037,0.420566966595974,-4.7189558777672,"1600010M07Rik"
"1600012H06Rik",0.666227561489457,0.999781696584314,-0.0530647881742139,"1600012H06Rik"
"1600014C10Rik",0.273676956588349,0.923504187895975,-0.0830888152244104,"1600014C10Rik"
"1600014C23Rik",0.970923735045011,0.999781696584314,-0.103335832071106,"1600014C23Rik"
"1600014K23Rik",2.70338823276925e-14,3.65898480952533e-11,22.8686479287732,"1600014K23Rik"
"1600016N20Rik",0.416865940633171,0.9854161576985,0.7518225499373,"1600016N20Rik"
"1600020E01Rik",0.888398866837351,0.999781696584314,-0.0205509606496696,"1600020E01Rik"
"1600023N17Rik",0.904717571060833,0.999781696584314,0.0770312557256583,"1600023N17Rik"
"1600027J07Rik",0.370774157320746,0.972637657974286,-2.73665409897307,"1600027J07Rik"
"1600029I14Rik",0.448517023800502,0.99684247778883,0.351855498225194,"1600029I14Rik"
"1600029O15Rik",0.773559757767461,0.999781696584314,0.0702343710796358,"1600029O15Rik"
"1700001C02Rik",0.904973357095477,0.999781696584314,-0.0280425085066919,"1700001C02Rik"
"1700001C19Rik",0.844806192175571,0.999781696584314,-0.565501156570952,"1700001C19Rik"
"1700001D01Rik",0.539353595666251,0.999781696584314,1.88795649804985,"1700001D01Rik"
"1700001G11Rik",0.134347775065141,0.787952254897261,-1.18534109613378,"1700001G11Rik"
"1700001G17Rik",0.748172320208434,0.999781696584314,-0.209852394150828,"1700001G17Rik"
"1700001J03Rik",0.917569324593872,0.999781696584314,-0.311336012644323,"1700001J03Rik"
"1700001J11Rik",0.408581073279732,0.982696237495791,-0.772330420902425,"1700001J11Rik"
"1700001K19Rik",0.68711520510555,0.999781696584314,-0.909568441717328,"1700001K19Rik"
"1700001L05Rik",0.799123449422115,0.999781696584314,-0.0354799840903239,"1700001L05Rik"
"1700001L19Rik",0.00369231066002675,0.148253080948146,-0.217327114285702,"1700001L19Rik"
"1700001O22Rik",0.41216628670323,0.984465454719684,-0.156402577290131,"1700001O22Rik"
"1700001P01Rik",0.855866734347324,0.999781696584314,0.216787990426424,"1700001P01Rik"
"1700003D09Rik",0.064069508245758,0.592836695938697,0.330944254176138,"1700003D09Rik"
"1700003E16Rik",0.260434804400934,0.913347523581147,-0.0932962044962857,"1700003E16Rik"
"1700003F12Rik",0.373328275575555,0.97302100967793,1.23945169429165,"1700003F12Rik"
"1700003L19Rik",0.569336481530246,0.999781696584314,1.75423533810402,"1700003L19Rik"
"1700003M02Rik",0.362839277754722,0.969141533982614,0.179794391358749,"1700003M02Rik"
"1700003M07Rik",0.464121688172379,0.997539363311037,-0.0743829585373453,"1700003M07Rik"
"1700007B14Rik",0.49742828374982,0.999781696584314,-1.13479032128915,"1700007B14Rik"
"1700007F19Rik",0.672094551496031,0.999781696584314,-0.323367471174759,"1700007F19Rik"
"1700007G11Rik",0.234768469717193,0.894517162302439,-0.247429613877516,"1700007G11Rik"
"1700007J10Rik",0.582051029484909,0.999781696584314,-0.109703735443263,"1700007J10Rik"
"1700007K09Rik",0.743456009917233,0.999781696584314,0.247788096629512,"1700007K09Rik"
"1700007K13Rik",0.173564922692661,0.847505092653399,0.233057693584475,"1700007K13Rik"
"1700007L15Rik",0.70734538469535,0.999781696584314,0.516072718463605,"1700007L15Rik"
"1700007P06Rik",0.516313548825504,0.999781696584314,-0.609131920427618,"1700007P06Rik"
"1700008J07Rik",0.920847604762036,0.999781696584314,0.052239440593451,"1700008J07Rik"
"1700008K24Rik",0.612277518973073,0.999781696584314,1.56794640182754,"1700008K24Rik"
"1700008O03Rik",0.748563032173788,0.999781696584314,-0.127917945259168,"1700008O03Rik"
"1700009C05Rik",0.430579337081971,0.989240134482365,-2.37832887694664,"1700009C05Rik"
"1700009P17Rik",0.36929270647267,0.972039164345814,0.147498006499201,"1700009P17Rik"
"1700010I02Rik",0.535547228741413,0.999781696584314,-0.50996296971477,"1700010I02Rik"
"1700010I14Rik",0.906391270259488,0.999781696584314,-0.0231269795060719,"1700010I14Rik"
"1700010K23Rik",0.21597391839127,0.880534205685013,0.385826408359421,"1700010K23Rik"
"1700011E24Rik",0.769415111508924,0.999781696584314,0.484293860653494,"1700011E24Rik"
"1700011I03Rik",0.767399355959318,0.999781696584314,-0.479685993784273,"1700011I03Rik"
"1700012B09Rik",0.855713815467853,0.999781696584314,0.0342953893251748,"1700012B09Rik"
"1700012D01Rik",0.362210332051841,0.969141533982614,-0.499161393876322,"1700012D01Rik"
"1700012D14Rik",0.792977200383685,0.999781696584314,0.360973407838135,"1700012D14Rik"
"1700012P22Rik",0.811353699516796,0.999781696584314,-0.213866406278939,"1700012P22Rik"
"1700013F07Rik",0.0877786121775795,0.673624424298091,0.281457828621757,"1700013F07Rik"
"1700013H16Rik",0.0203870733839952,0.364981866707547,-6.97157308240119,"1700013H16Rik"
"1700015F17Rik",0.562297473953193,0.999781696584314,1.42264356195955,"1700015F17Rik"
"1700016C15Rik",0.350664242821548,0.966026284227875,1.28653648252923,"1700016C15Rik"
"1700016D06Rik",0.523630735010597,0.999781696584314,-0.473425564862235,"1700016D06Rik"
"1700016H13Rik",0.0325603555149734,0.445089092331959,-6.42826571930348,"1700016H13Rik"
"1700016K19Rik",0.294491753504363,0.936444314957184,0.215765010298562,"1700016K19Rik"
"1700016L04Rik",0.306662717506968,0.945902483051811,3.10227588751832,"1700016L04Rik"
"1700017B05Rik",0.066256349178881,0.599439377739557,-0.215423646225633,"1700017B05Rik"
"1700017G19Rik",1.39087605405245e-13,7.15142104458633e-11,-22.2259774932971,"1700017G19Rik"
"1700017J07Rik",0.789044029440087,0.999781696584314,-0.581527607134759,"1700017J07Rik"
"1700018A04Rik",0.943023610071248,0.999781696584314,0.175472887130478,"1700018A04Rik"
"1700018B24Rik",0.479747006906211,0.999781696584314,-1.36265455562844,"1700018B24Rik"
"1700018L02Rik",0.755096256534947,0.999781696584314,-0.246404708218414,"1700018L02Rik"
"1700019A02Rik",0.713190777821872,0.999781696584314,1.06269757417108,"1700019A02Rik"
"1700019B03Rik",0.700216118120243,0.999781696584314,-0.847487695361559,"1700019B03Rik"
"1700019D03Rik",0.720636146057814,0.999781696584314,-0.124520776779379,"1700019D03Rik"
"1700019G17Rik",0.831546315439743,0.999781696584314,-0.027115567854125,"1700019G17Rik"
"1700019G24Rik",0.669805611045767,0.999781696584314,-0.186547913066047,"1700019G24Rik"
"1700019L03Rik",0.149829013310587,0.809931108667199,-0.358512946476729,"1700019L03Rik"
"1700019N19Rik",0.801651124965348,0.999781696584314,-0.429391512600109,"1700019N19Rik"
"1700020A23Rik",0.312403200567498,0.947357693528655,-2.9278040397562,"1700020A23Rik"
"1700020D05Rik",0.53305626272234,0.999781696584314,-1.84621306150091,"1700020D05Rik"
"1700020G17Rik",0.224649542990654,0.890534656761696,3.67250158043561,"1700020G17Rik"
"1700020I14Rik",0.281574303267536,0.92947671018399,-0.319787040635274,"1700020I14Rik"
"1700020L24Rik",0.821400059834834,0.999781696584314,0.113261159226676,"1700020L24Rik"
"1700020N18Rik",0.561621329095119,0.999781696584314,-1.73226543377135,"1700020N18Rik"
"1700021F05Rik",0.698935801373476,0.999781696584314,0.0389819408826367,"1700021F05Rik"
"1700021F07Rik",0.605552806821188,0.999781696584314,1.49407726966063,"1700021F07Rik"
"1700021K19Rik",0.618115171941399,0.999781696584314,-0.0246747094251782,"1700021K19Rik"
"1700022E09Rik",0.477111429265816,0.999781696584314,-2.19137324209157,"1700022E09Rik"
"1700023E05Rik",0.320773272581932,0.951740670145478,-0.547422041873497,"1700023E05Rik"
"1700023F02Rik",0.57731873210508,0.999781696584314,1.7191701275771,"1700023F02Rik"
"1700023F06Rik",0.108437003474381,0.734107520288641,0.562130186034324,"1700023F06Rik"
"1700023L04Rik",0.320366203490357,0.951740670145478,-0.294956868431712,"1700023L04Rik"
"1700024F13Rik",0.912389720144765,0.999781696584314,0.322501893115197,"1700024F13Rik"
"1700024G13Rik",0.695724273314396,0.999781696584314,0.130495858947854,"1700024G13Rik"
"1700024P16Rik",0.238724544592488,0.897945807845345,-0.298293245104271,"1700024P16Rik"
"1700025G04Rik",0.140176645499863,0.795422963887939,-0.172996642840028,"1700025G04Rik"
"1700025N23Rik",0.800047379070457,0.999781696584314,0.0982455874891722,"1700025N23Rik"
"1700026D08Rik",0.279244827284624,0.928642068458208,-0.190709830426213,"1700026D08Rik"
"1700026F02Rik",0.556155509060816,0.999781696584314,-1.82724680186915,"1700026F02Rik"
"1700026L06Rik",0.107431428984238,0.731893908906237,0.465547533995783,"1700026L06Rik"
"1700027H10Rik",0.760502050093122,0.999781696584314,0.890127605102051,"1700027H10Rik"
"1700028B04Rik",0.245968137561246,0.904861132431211,-3.52111044092374,"1700028B04Rik"
"1700028E10Rik",0.726253887081073,0.999781696584314,-0.487911382147324,"1700028E10Rik"
"1700028J19Rik",0.875346100863481,0.999781696584314,0.0719087798474395,"1700028J19Rik"
"1700028K03Rik",0.865037542954834,0.999781696584314,0.0631959027895678,"1700028K03Rik"
"1700028P14Rik",0.558311024446071,0.999781696584314,0.108256920056146,"1700028P14Rik"
"1700029H14Rik",0.170100918911844,0.84148227086517,3.84851582492176,"1700029H14Rik"
"1700029I15Rik",0.480965095909055,0.999781696584314,0.283992330436658,"1700029I15Rik"
"1700029J07Rik",0.236916862935953,0.897031435606098,0.23325106247548,"1700029J07Rik"
"1700029M20Rik",2.76746555015422e-14,3.65898480952533e-11,22.8596217205454,"1700029M20Rik"
"1700029P11Rik",6.94863665393086e-13,1.94877673430697e-10,-21.5809392069122,"1700029P11Rik"
"1700030A11Rik",6.30322501751208e-13,1.83072772216379e-10,-21.620378271614,"1700030A11Rik"
"1700030C10Rik",0.337619505516527,0.959222877530455,-0.344655402989749,"1700030C10Rik"
"1700030F04Rik",0.670413964964819,0.999781696584314,1.32278573276058,"1700030F04Rik"
"1700030J22Rik",0.0647154179534739,0.595961386228259,-0.169409023641996,"1700030J22Rik"
"1700030K09Rik",0.814396129282761,0.999781696584314,0.0242592129314715,"1700030K09Rik"
"1700030L20Rik",0.869961364049344,0.999781696584314,-0.485381486524938,"1700030L20Rik"
"1700030M09Rik",0.591832393334463,0.999781696584314,1.65594105541429,"1700030M09Rik"
"1700034F02Rik",0.577391832775303,0.999781696584314,1.06690683043806,"1700034F02Rik"
"1700034G24Rik",0.962360035228288,0.999781696584314,-0.137986716919951,"1700034G24Rik"
"1700034H15Rik",0.399446897241879,0.979657518735847,-0.240399690670084,"1700034H15Rik"
"1700034I23Rik",0.706134028551766,0.999781696584314,-1.08930987665165,"1700034I23Rik"
"1700034P13Rik",0.561782240740655,0.999781696584314,-0.183590377577988,"1700034P13Rik"
"1700037C18Rik",0.829057744164695,0.999781696584314,-0.030702030664183,"1700037C18Rik"
"1700037H04Rik",0.649274859794037,0.999781696584314,-0.0355101905091477,"1700037H04Rik"
"1700040L02Rik",0.798360352262507,0.999781696584314,0.0584171929713262,"1700040L02Rik"
"1700047E10Rik",0.601599164474908,0.999781696584314,0.969822718535438,"1700047E10Rik"
"1700047M11Rik",0.756617859473043,0.999781696584314,-0.14607679439895,"1700047M11Rik"
"1700048O20Rik",0.982195747963156,0.999781696584314,-0.00280944958779225,"1700048O20Rik"
"1700049G17Rik",0.134218813078241,0.787445397806099,-0.184924247716303,"1700049G17Rik"
"1700051A21Rik",0.850690897396875,0.999781696584314,0.481398277114719,"1700051A21Rik"
"1700052K11Rik",0.90652407139671,0.999781696584314,-0.0323877848909792,"1700052K11Rik"
"1700052N19Rik",0.545183209162472,0.999781696584314,0.0400666700517955,"1700052N19Rik"
"1700054M17Rik",0.604554036391481,0.999781696584314,1.4983864916615,"1700054M17Rik"
"1700056E22Rik",0.527685120091884,0.999781696584314,1.19278591224532,"1700056E22Rik"
"1700057H15Rik",0.0335440782740932,0.45058119655549,6.39018941890027,"1700057H15Rik"
"1700061G19Rik",0.572373970530948,0.999781696584314,0.351696044063031,"1700061G19Rik"
"1700061I17Rik",0.0292399469295987,0.422898539324969,6.5539600791779,"1700061I17Rik"
"1700063D05Rik",0.942165562258575,0.999781696584314,0.0450377732756369,"1700063D05Rik"
"1700063O14Rik",0.864484927593966,0.999781696584314,-0.210177677967352,"1700063O14Rik"
"1700064M15Rik",0.971560684998558,0.999781696584314,0.109802593996827,"1700064M15Rik"
"1700065J18Rik",0.936167223973107,0.999781696584314,-0.240413019929374,"1700065J18Rik"
"1700066B19Rik",0.675327375801311,0.999781696584314,0.928016801725112,"1700066B19Rik"
"1700066M21Rik",0.892139510379187,0.999781696584314,-0.0139040668282938,"1700066M21Rik"
"1700067K01Rik",0.807856852694129,0.999781696584314,0.702605703096821,"1700067K01Rik"
"1700071K01Rik",0.927392392776818,0.999781696584314,-0.26367896572092,"1700071K01Rik"
"1700071M16Rik",0.0820168542665627,0.65475371611932,0.706148682330097,"1700071M16Rik"
"1700073E17Rik",0.529641106421266,0.999781696584314,1.20295588264344,"1700073E17Rik"
"1700084C01Rik",0.375382909191211,0.97302100967793,0.127664863490734,"1700084C01Rik"
"1700084E18Rik",0.981788339837594,0.999781696584314,-0.0380604210599244,"1700084E18Rik"
"1700086L19Rik",0.214982269509704,0.879796995052977,0.117580740203885,"1700086L19Rik"
"1700086O06Rik",0.591395335677044,0.999781696584314,-0.0969355144217789,"1700086O06Rik"
"1700088E04Rik",0.316592211344458,0.95020542738225,-0.128761692108953,"1700088E04Rik"
"1700091H14Rik",0.963710671407971,0.999781696584314,0.128738810729275,"1700091H14Rik"
"1700092K14Rik",0.543685531140432,0.999781696584314,-1.75712157029123,"1700092K14Rik"
"1700092M07Rik",0.841502239371539,0.999781696584314,-0.501157157028558,"1700092M07Rik"
"1700093K21Rik",0.916939691485491,0.999781696584314,-0.1484618106889,"1700093K21Rik"
"1700094D03Rik",0.68915308736057,0.999781696584314,-0.0630417605465068,"1700094D03Rik"
"1700094J05Rik",0.894190100826499,0.999781696584314,0.166618828456321,"1700094J05Rik"
"1700095B10Rik",0.644628628359829,0.999781696584314,1.40926215362978,"1700095B10Rik"
"1700096J18Rik",0.371045222607314,0.972913039992535,2.72306721448425,"1700096J18Rik"
"1700096K18Rik",0.612438043301478,0.999781696584314,0.39711742932322,"1700096K18Rik"
"1700100L14Rik",0.54051512400143,0.999781696584314,-1.89723093666609,"1700100L14Rik"
"1700101E01Rik",0.805508182055415,0.999781696584314,-0.0755014476444739,"1700101E01Rik"
"1700101I11Rik",0.984412301006551,0.999781696584314,-0.00649891644016679,"1700101I11Rik"
"1700102H20Rik",0.885280731161882,0.999781696584314,0.155220999699424,"1700102H20Rik"
"1700102P08Rik",0.803566903188422,0.999781696584314,-0.0968859105672673,"1700102P08Rik"
"1700105P06Rik",0.71306800239459,0.999781696584314,-0.835856383208757,"1700105P06Rik"
"1700108F19Rik",0.995975158262354,0.999781696584314,-0.0156622847817059,"1700108F19Rik"
"1700109G14Rik",0.339188484646803,0.960128533183903,2.88835975133391,"1700109G14Rik"
"1700109H08Rik",0.0507690544104163,0.535461650790203,-0.993002033375365,"1700109H08Rik"
"1700110C19Rik",0.55343687809606,0.999781696584314,-0.868196476463349,"1700110C19Rik"
"1700110I01Rik",0.830851605696984,0.999781696584314,0.152773391716204,"1700110I01Rik"
"1700110K17Rik",0.975278994577762,0.999781696584314,0.0519074344843015,"1700110K17Rik"
"1700111N16Rik",0.828258445545157,0.999781696584314,-0.658913691820932,"1700111N16Rik"
"1700112E06Rik",0.0350519513654892,0.458848387394063,1.35425443312096,"1700112E06Rik"
"1700113A16Rik",0.556797764525349,0.999781696584314,0.0870220368298713,"1700113A16Rik"
"1700113H08Rik",0.822266280865484,0.999781696584314,-0.558460249740501,"1700113H08Rik"
"1700119H24Rik",0.54051512400143,0.999781696584314,-1.89723093666609,"1700119H24Rik"
"1700120C14Rik",0.942599215478826,0.999781696584314,0.0924872574493332,"1700120C14Rik"
"1700120K04Rik",0.54036591838922,0.999781696584314,1.80782909555752,"1700120K04Rik"
"1700121L16Rik",0.732645501981272,0.999781696584314,-1.00959853069447,"1700121L16Rik"
"1700123I01Rik",0.744261510535926,0.999781696584314,-0.300478688895121,"1700123I01Rik"
"1700123K08Rik",0.00874016082125179,0.240030232642983,7.87753087655453,"1700123K08Rik"
"1700123L14Rik",0.543530467413066,0.999781696584314,-1.11704239227045,"1700123L14Rik"
"1700123M08Rik",0.647299449752448,0.999781696584314,-0.191810522251971,"1700123M08Rik"
"1700123O20Rik",0.869804092684056,0.999781696584314,0.0135228349455645,"1700123O20Rik"
"1700123O21Rik",0.712719861753275,0.999781696584314,1.12908901893375,"1700123O21Rik"
"1700124L16Rik",0.689454530701756,0.999781696584314,0.321415276939863,"1700124L16Rik"
"1700125G22Rik",0.561020530742286,0.999781696584314,-1.49026447369071,"1700125G22Rik"
"1700125H03Rik",0.819772067197254,0.999781696584314,0.552304289867158,"1700125H03Rik"
"1700125H20Rik",0.560488236773478,0.999781696584314,1.12373482557736,"1700125H20Rik"
"1700128F08Rik",0.776159339044088,0.999781696584314,-0.0632372067390978,"1700128F08Rik"
"1810006J02Rik",0.612277518973073,0.999781696584314,1.56794640182754,"1810006J02Rik"
"1810008I18Rik",0.670413964964819,0.999781696584314,1.32278573276058,"1810008I18Rik"
"1810009A15Rik",0.987259932600571,0.999781696584314,-0.0163740836500289,"1810009A15Rik"
"1810010D01Rik",0.396569534213846,0.979012879888958,-2.15574041275142,"1810010D01Rik"
"1810010H24Rik",0.134187336897256,0.787445397806099,0.352547617832161,"1810010H24Rik"
"1810011H11Rik",0.395728532646253,0.979012879888958,-0.261694740830371,"1810011H11Rik"
"1810011O10Rik",0.755443598591405,0.999781696584314,-0.0792007621945892,"1810011O10Rik"
"1810012K16Rik",0.525406803856482,0.999781696584314,1.4986959377442,"1810012K16Rik"
"1810013L24Rik",0.395035522922113,0.979012879888958,0.0767203241399843,"1810013L24Rik"
"1810014B01Rik",0.38904112211481,0.979012879888958,0.146683937714078,"1810014B01Rik"
"1810019D21Rik",0.390192816304691,0.979012879888958,0.746037982930634,"1810019D21Rik"
"1810020O05Rik",0.544718441461137,0.999781696584314,0.21598426871094,"1810020O05Rik"
"1810021B22Rik",0.992827788546696,0.999781696584314,-0.00228743902975905,"1810021B22Rik"
"1810022K09Rik",0.602361492914804,0.999781696584314,-0.0612441178027801,"1810022K09Rik"
"1810024B03Rik",0.822012698027346,0.999781696584314,0.275386506172256,"1810024B03Rik"
"1810026B05Rik",0.993074278499316,0.999781696584314,0.00291426686811643,"1810026B05Rik"
"1810026J23Rik",0.397226122807038,0.979012879888958,0.0415435695388611,"1810026J23Rik"
"1810030O07Rik",0.03474656403145,0.458140345732743,0.148553693334141,"1810030O07Rik"
"1810032O08Rik",0.214458430718961,0.879693763656,0.30522443190649,"1810032O08Rik"
"1810034E14Rik",0.897393750905987,0.999781696584314,0.145790007370335,"1810034E14Rik"
"1810037I17Rik",0.537581886063319,0.999781696584314,0.0517414601325757,"1810037I17Rik"
"1810041L15Rik",0.675860005417372,0.999781696584314,-0.0602333529203857,"1810041L15Rik"
"1810043G02Rik",0.545677832270484,0.999781696584314,0.0414495106678644,"1810043G02Rik"
"1810043H04Rik",0.938606442952494,0.999781696584314,0.0140403365020423,"1810043H04Rik"
"1810044D09Rik",0.601897143134746,0.999781696584314,-0.434098149622599,"1810044D09Rik"
"1810055G02Rik",0.372202360776941,0.97302100967793,-0.0955266933775105,"1810055G02Rik"
"1810058I24Rik",0.974540743625114,0.999781696584314,-0.00369495442948964,"1810058I24Rik"
"1810062G17Rik",0.805531054611036,0.999781696584314,-0.390174014788534,"1810062G17Rik"
"1810062O18Rik",0.74930054500733,0.999781696584314,-0.268889088297705,"1810062O18Rik"
"1810064F22Rik",0.277705195598557,0.926634711738086,-0.499613534487826,"1810064F22Rik"
"2010001E11Rik",0.305435699574385,0.945578658491698,-1.17693524800423,"2010001E11Rik"
"2010002M12Rik",0.594593275079332,0.999781696584314,0.189415788435215,"2010002M12Rik"
"2010005H15Rik",0.720921052016547,0.999781696584314,0.50143294722018,"2010005H15Rik"
"2010012O05Rik",0.530601458567128,0.999781696584314,0.0471437917962119,"2010012O05Rik"
"2010015L04Rik",0.429657304124575,0.988882864755022,-0.058835214839121,"2010015L04Rik"
"2010107E04Rik",0.30878468766807,0.947074920688342,0.0866221329573765,"2010107E04Rik"
"2010107G12Rik",0.789037716715635,0.999781696584314,0.314019876310985,"2010107G12Rik"
"2010107G23Rik",0.374979221621973,0.97302100967793,0.0858516406427558,"2010107G23Rik"
"2010109A12Rik",0.823031397400381,0.999781696584314,-0.490451849590955,"2010109A12Rik"
"2010109I03Rik",0.598499520519853,0.999781696584314,-0.497070999148635,"2010109I03Rik"
"2010111I01Rik",0.440014505359546,0.99684247778883,0.0703635934231485,"2010111I01Rik"
"2010204K13Rik",0.966952704909095,0.999781696584314,-0.00372831862641014,"2010204K13Rik"
"2010300C02Rik",0.371397924409488,0.97302100967793,-0.0924051965714407,"2010300C02Rik"
"2010308F09Rik",0.89321160687087,0.999781696584314,-0.218223803911785,"2010308F09Rik"
"2010315B03Rik",0.854469249041373,0.999781696584314,0.0385694054387638,"2010315B03Rik"
