Gene	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
Hif1an|319594	5715	5956	6562	6619	6899	5924	5213	5376	6665	5303	5050	4181
Hif1a|15251	3483	2613	2661	3004	3465	2856	3168	2557	2724	2498	2332	2323
Hif3a|53417	640	551	1072	1301	503	889	569	664	993	783	888	594
Higd1a|56295	4540	4056	3349	3547	5006	3976	4789	3035	3914	3169	2781	3430
Higd1b|75689	201	171	57	73	175	114	117	70	86	108	54	104
Higd1c|380975	0	0	0	0	0	0	0	0	0	0	0	0
Higd2a|67044	5492	5503	4335	4388	6143	4832	5750	3770	4877	3913	3679	4068
Hilpda|69573	311	281	215	246	199	259	270	197	221	239	164	185
Hils1|54388	0	0	0	0	0	0	0	0	0	0	0	0
Hinfp|102423	293	286	302	362	250	273	374	320	318	310	302	200
Hint1|15254	5683	5733	4060	4339	7783	4877	6283	3600	4985	3748	3829	4711
Hint2|68917	738	566	518	353	777	435	570	416	576	381	399	451
Hint3|66847	171	138	153	187	184	165	142	149	201	155	146	114
Hip1r|29816	1934	1853	1573	1537	2678	1617	1800	1552	1635	1214	1302	1347
Hip1|215114	1546	1428	1674	1806	1972	1432	1244	1287	1423	1347	1226	1068
Hipk1|15257	14886	12798	11847	13091	14564	12852	13073	11641	15047	12163	10300	10153
Hipk2|15258	133	146	206	190	206	182	184	199	246	240	257	112
Hipk3|15259	4667	4121	4439	5743	5655	4714	3864	4438	5876	4696	4157	3208
Hipk4|233020	195	154	151	187	144	181	161	149	131	121	168	162
Hira|15260	3160	3315	2874	3354	3502	3117	3323	2896	3716	2682	2766	2591
Hirip3|233876	2731	2720	1834	2138	3660	2460	2579	1876	2343	1654	1839	1997
Hist1h1a|80838	0	0	0	1	0	0	0	0	0	1	0	2
Hist1h1b|56702	23	8	6	12	0	16	6	4	8	11	8	5
Hist1h1c|50708	368	385	231	310	263	247	258	169	237	246	152	156
Hist1h1d|14957	2	0	0	8	0	0	5	7	1	2	11	3
Hist1h1e|50709	14	7	15	5	25	19	24	11	25	18	3	13
Hist1h1t|107970	0	2	4	0	0	0	0	0	0	0	0	0
Hist1h2aa|319163	0	0	0	0	0	0	0	0	0	1	0	0
Hist1h2ab|319172	0	0	0	0	0	0	0	3	0	0	0	0
Hist1h2ac|319164	6	0	0	0	1	8	3	3	0	1	0	0
Hist1h2ad|319165	5	1	0	9	0	3	6	4	10	5	0	3
Hist1h2ae|319166	0	2	12	1	0	0	2	0	0	1	0	0
Hist1h2af|319173	0	0	0	0	1	0	0	0	0	0	0	1
Hist1h2ag|319167	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ah|319168	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ai|319191	0	0	0	0	3	0	2	0	0	0	0	0
Hist1h2ak|319169	0	0	0	0	0	0	3	0	0	0	0	0
Hist1h2an|319170	0	0	0	0	0	0	0	0	0	0	1	1
Hist1h2ao|665433	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ap|319171	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2ba|319177	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bb|319178	0	6	0	3	0	5	0	1	0	6	0	2
Hist1h2bc|68024	553	543	315	375	604	389	486	275	304	309	213	350
Hist1h2be|319179	255	210	167	239	164	210	214	168	241	227	158	163
Hist1h2bf|319180	0	0	3	0	0	0	1	0	0	0	0	0
Hist1h2bg|319181	0	0	8	3	7	0	0	0	0	6	1	1
Hist1h2bh|319182	2	0	0	3	0	1	0	0	5	0	0	4
Hist1h2bj|319183	0	1	0	0	0	0	3	0	0	0	2	0
Hist1h2bk|319184	0	0	0	1	0	0	0	0	0	0	0	0
Hist1h2bl|319185	0	0	0	0	0	1	0	0	0	0	0	0
Hist1h2bm|319186	2	6	0	0	1	0	3	0	13	11	0	12
Hist1h2bn|319187	0	2	3	0	0	2	0	0	3	6	0	0
Hist1h2bp|319188	0	0	0	0	8	0	2	0	0	0	0	0
Hist1h2bq|665596	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2br|665622	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3a|360198	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3b|319150	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3c|319148	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3d|319149	3	2	0	4	10	3	1	2	1	6	12	2
Hist1h3e|319151	0	0	0	1	0	0	6	0	0	0	0	0
Hist1h3f|260423	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3g|97908	0	0	0	0	0	0	0	1	0	0	0	1
Hist1h3h|319152	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h3i|319153	0	0	0	0	0	0	0	0	1	0	0	2
Hist1h4a|326619	1	0	0	0	0	0	1	0	0	0	0	0
Hist1h4b|326620	0	0	2	0	0	3	1	0	0	0	0	0
Hist1h4c|319155	2	0	0	1	0	8	3	4	0	1	0	9
Hist1h4d|319156	3	4	4	7	29	2	19	4	2	3	9	7
Hist1h4f|319157	0	0	0	0	0	2	8	0	5	2	0	0
Hist1h4h|69386	32	10	5	5	12	6	15	9	36	16	2	9
Hist1h4i|319158	20	41	17	16	25	22	15	20	9	10	28	19
Hist1h4j|319159	0	5	0	3	9	0	0	1	0	2	2	0
Hist1h4k|319160	0	8	5	0	0	3	0	2	0	5	0	3
Hist1h4m|100041230	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h4n|319161	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2aa1|15267	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2aa2|319192	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h2ab|621893	0	0	6	0	7	0	5	1	4	0	0	0
Hist2h2ac|319176	0	0	0	0	2	0	0	5	0	0	0	0
Hist2h2bb|319189	2	5	0	0	0	4	4	8	0	2	0	3
Hist2h2be|319190	484	496	405	373	553	415	442	372	387	351	304	339
Hist2h3b|319154	0	0	0	0	0	0	0	0	0	0	0	3
Hist2h3c1|15077	0	0	0	0	0	0	1	0	0	0	0	0
Hist2h3c2|97114	0	0	0	0	0	0	0	0	0	0	0	0
Hist2h4|97122	2	10	0	4	48	2	3	6	11	1	11	1
Hist3h2a|319162	924	902	730	677	1086	709	844	607	667	715	661	675
Hist3h2ba|78303	345	401	310	232	447	287	387	257	284	182	191	274
Hist3h2bb-ps|382522	1	0	2	0	10	10	0	1	0	1	4	0
Hist4h4|320332	0	4	0	0	0	3	2	2	5	5	7	1
Hivep1|110521	1406	1145	1550	2201	1897	1434	1223	1912	2131	1511	1540	1239
Hivep2|15273	19276	20490	18681	17345	23438	21544	24111	19199	21656	16409	18434	15787
Hivep3|16656	760	635	987	1311	1129	989	994	1117	1483	1052	1245	601
Hjurp|381280	185	122	203	204	289	144	183	173	228	170	153	152
Hk1os|70162	11	19	13	8	5	3	14	18	17	13	18	17
Hk1|15275	37715	36194	27940	32166	47323	32110	40718	30484	34071	26872	30542	29246
Hk2|15277	376	275	290	341	366	318	433	348	341	298	343	290
Hk3|212032	111	51	56	57	93	40	58	30	45	48	33	32
Hkdc1|216019	509	363	308	335	816	312	523	334	361	297	328	388
Hlcs|110948	718	555	562	765	887	617	547	627	632	599	418	541
Hlf|217082	8932	8109	8140	10237	10201	9071	8088	8463	9915	5881	7464	6940
Hltf|20585	1086	790	927	901	1112	882	1096	778	1002	831	757	811
Hlx|15284	22	4	16	15	0	7	16	7	19	11	0	7
Hmbox1|219150	403	291	343	426	529	399	341	391	460	451	392	206
Hmbs|15288	1003	935	895	847	1271	852	836	698	758	578	575	603
Hmces|232210	963	1017	675	820	1225	902	1005	731	876	644	740	740
Hmcn1|545370	44	18	23	44	26	13	32	20	33	22	39	24
Hmg20a|66867	5916	6019	4940	5679	7252	5789	6205	5039	5745	4678	4756	4733
Hmg20b|15353	570	584	365	372	585	497	576	318	423	359	372	378
Hmga1-rs1|111241	0	0	0	0	0	0	0	0	0	0	0	0
Hmga1|15361	34	12	40	29	15	15	28	37	27	25	37	17
Hmga2-ps1|15365	43	20	19	25	10	18	34	28	18	25	21	30
Hmga2|15364	17	18	37	22	19	19	15	24	12	31	31	42
Hmgb1-rs17|628431	37	34	24	35	59	14	65	45	41	33	22	23
Hmgb1|15289	21317	18809	13363	14018	22150	16403	20556	12832	16606	13027	12950	15080
Hmgb2|97165	572	607	382	397	552	395	496	354	493	457	312	275
Hmgb3|15354	1799	1601	1023	1584	2714	1418	1587	1296	1800	1235	1273	1506
Hmgb4|69317	0	0	0	0	0	0	0	0	0	0	0	0
Hmgcll1|208982	603	504	543	588	714	531	726	606	742	654	539	565
Hmgcl|15356	1543	1693	1195	1254	1782	1354	1625	942	1284	1099	1296	1201
Hmgcr|15357	6549	6292	5604	7206	8097	6112	6264	6243	6377	6348	5318	5005
Hmgcs1|208715	20488	17807	13263	17652	24421	15674	17963	14519	16675	14325	13211	13888
Hmgcs2|15360	399	273	285	298	296	237	317	241	210	226	186	237
Hmgn1|15312	3289	2751	2208	2064	3312	2367	3012	1896	2223	1795	1883	2102
Hmgn2|15331	4637	4471	2988	3057	4688	3629	4657	2835	3673	3039	2820	3315
Hmgn3|94353	3245	3115	2965	3021	4224	3342	3107	2405	3526	2652	2264	2550
Hmgn5|50887	4159	3948	2459	2678	3998	3087	3724	2428	3400	2681	2607	2902
Hmgxb3|106894	2549	2562	2508	2976	3292	2728	2877	2496	3192	2301	2545	2109
Hmgxb4|70823	1298	1300	1570	1532	1363	1409	1312	1451	1535	1467	1209	1051
Hmha1|70719	154	207	220	160	365	154	195	145	187	95	120	90
Hmmr|15366	166	189	219	150	165	181	170	185	164	156	148	175
Hmox1|15368	590	631	537	480	681	583	550	450	553	433	434	451
Hmox2|15369	6265	6379	4396	4376	6962	5802	6058	4095	5291	4114	4388	4758
Hmx1|15371	0	0	0	0	0	0	0	0	0	0	1	0
Hmx2|15372	0	0	0	0	0	0	0	0	0	0	6	0
Hmx3|15373	0	0	0	0	0	0	0	0	0	0	0	0
Hn1l|52009	445	260	367	444	384	330	313	233	465	326	253	211
Hn1|15374	6954	6802	5429	5129	9237	5802	7899	5126	6007	4076	4552	5658
Hnf1a|21405	0	3	0	0	0	0	0	0	0	2	0	0
Hnf1b|21410	46	45	18	38	55	29	15	27	41	27	17	14
Hnf4aos|68314	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4a|15378	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4g|30942	3	1	5	9	7	6	1	3	2	6	8	1
Hnmt|140483	1527	1318	1030	1015	1602	1116	1534	957	1195	969	835	1018
Hnrnpa0|77134	5934	5892	4384	4225	6686	5397	6290	3991	4581	3652	3919	4546
Hnrnpa1|15382	2076	1951	1525	1546	1772	1640	1924	1408	1624	1429	1453	1432
Hnrnpa2b1|53379	46167	46350	32869	33567	56991	41634	48251	31427	39142	31575	32580	35507
Hnrnpa3|229279	11240	10944	9199	9765	13532	9674	11209	9289	10536	8216	8182	8934
Hnrnpab|15384	11105	11141	7766	8018	13232	9605	12088	7240	9315	7192	7451	9152
Hnrnpc|15381	17225	15758	12025	13221	20103	13890	16896	11925	13769	11581	11629	13472
Hnrnpdl|50926	10639	10867	8786	8582	15110	9847	12037	8378	9319	7057	7631	9524
Hnrnpd|11991	13315	12797	9534	10770	15574	12178	13339	10032	12241	8938	10376	10718
Hnrnpf|98758	9880	8272	6663	7670	10897	7595	8327	6230	7135	6738	5959	6234
Hnrnph1|59013	18151	18274	13513	13201	23690	15513	19583	13555	16201	12677	12484	15352
Hnrnph2|56258	19784	19064	13999	16609	25777	18697	20021	14612	18279	13457	14886	16203
Hnrnph3|432467	4666	5052	3615	3343	6647	4356	5236	3237	4277	3474	3453	4177
Hnrnpk|15387	18424	17562	12915	14484	20903	15478	20695	13479	15367	13278	13015	14752
Hnrnpll|72692	2385	2115	1704	1781	2530	1762	2523	1578	1909	1440	1597	1654
Hnrnpl|15388	10546	10143	7441	7460	12068	8333	10860	7454	8473	6428	6966	8084
Hnrnpm|76936	13967	13428	10906	10280	18292	11066	14079	9693	11389	9665	9872	10474
Hnrnpr|74326	7151	6771	4936	5591	8669	6054	7757	5440	6396	5064	5397	5492
Hnrnpul1|232989	3911	3735	3312	3676	3672	3314	3873	3479	4174	3151	3044	2928
Hnrnpul2|68693	36153	36078	25947	29007	43720	33480	37736	26337	32635	24905	27658	27061
Hnrnpu|51810	29966	28275	22344	25396	38451	27093	29088	21691	26692	20879	21785	24102
Hoga1|67432	55	39	46	31	82	53	57	49	46	42	22	33
Homer1|26556	3938	3803	3570	4166	4882	3754	4830	3853	4541	4031	3482	3342
Homer2|26557	6437	6450	6832	6766	7534	7162	7690	7093	8932	6599	5947	5241
Homer3|26558	1008	1141	907	803	1445	897	1527	934	1203	1004	934	922
Homez|239099	1688	1491	1671	1787	1996	1728	1721	1442	1906	1517	1422	1490
Hook1|77963	2065	1790	1890	2333	3030	1708	1838	1924	2268	1849	1590	1366
Hook2|170833	659	551	553	432	1006	506	593	401	557	335	375	502
Hook3|320191	2297	1729	1577	1966	2688	1928	1786	1639	2224	1698	1625	1407
Hopx|74318	1912	1887	1006	1253	1851	1211	1535	1041	1257	1069	732	999
Hormad1|67981	0	0	0	0	0	0	0	0	0	0	0	0
Hormad2|75828	0	0	0	0	0	0	3	0	0	5	0	2
Hotair|100503872	0	0	0	0	0	0	0	0	0	0	0	0
Hottip|791364	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa10|15395	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa11os|15397	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa11|15396	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa13|15398	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa1|15394	0	0	0	4	0	1	0	0	0	0	0	0
Hoxa2|15399	0	0	5	0	0	0	0	0	0	0	0	0
Hoxa3|15400	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa4|15401	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa5|15402	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa6|15403	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa7|15404	0	1	0	2	0	4	1	0	0	11	0	1
Hoxa9|15405	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb13|15408	0	3	0	0	0	0	0	0	5	0	0	0
Hoxb1|15407	5	0	0	0	0	1	0	1	0	0	2	1
Hoxb2|103889	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb3|15410	2	0	3	0	0	4	0	0	0	0	0	0
Hoxb4|15412	1	0	3	9	0	1	3	0	0	2	0	0
Hoxb5|15413	0	0	0	0	0	0	0	5	0	0	0	0
Hoxb6|15414	0	0	2	0	0	0	0	0	0	0	0	0
Hoxb7|15415	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb8|15416	0	0	0	0	0	0	0	1	0	0	0	0
Hoxb9|15417	1	0	2	5	1	1	2	0	2	1	1	1
Hoxc10|209448	0	0	0	0	0	0	9	0	0	0	0	0
Hoxc11|109663	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc12|15421	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc13|15422	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc4|15423	0	0	0	0	0	0	0	2	0	0	0	0
Hoxc5|15424	3	6	0	0	0	0	0	0	0	0	0	0
Hoxc6|15425	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc8|15426	1	5	0	0	0	3	2	0	1	1	2	1
Hoxc9|15427	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd10|15430	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd11|15431	13	25	22	8	11	15	17	23	13	8	15	23
Hoxd12|15432	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd13|15433	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd1|15429	0	0	6	2	0	0	0	0	0	3	0	0
Hoxd3os1|73429	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd3|15434	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd4|15436	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd8|15437	0	0	0	0	0	0	0	0	1	2	0	0
Hoxd9|15438	0	0	0	1	0	0	0	0	0	0	0	0
Hp1bp3|15441	15046	14971	11627	13145	18676	13407	17006	12203	13547	11122	11814	12897
Hpcal1|53602	1272	1091	825	2225	2277	954	1177	1008	1195	725	1189	1356
Hpcal4|170638	35497	35853	28761	37970	51894	33100	40364	32449	36538	27849	29509	30748
Hpca|15444	198163	224827	162542	113122	226811	202950	297382	161663	210783	154692	172579	181055
Hpdl|242642	84	108	92	50	112	89	92	57	119	99	53	86
Hpd|15445	0	0	0	0	0	0	0	0	0	0	1	0
Hpgds|54486	164	198	233	250	170	175	172	216	245	203	152	139
Hpgd|15446	193	125	153	136	209	156	130	122	174	135	81	114
Hpn|15451	31	30	33	22	54	19	23	17	13	28	14	18
Hprt|15452	9810	8714	6508	7079	11640	7755	10316	6044	7708	6045	6277	7215
Hps1|192236	256	163	158	148	307	89	134	120	120	150	85	130
Hps3|12807	637	524	437	532	850	484	662	509	545	485	500	409
Hps4|192232	712	849	1069	987	962	986	832	967	935	847	746	691
Hps5|246694	453	336	295	372	702	322	471	280	391	341	290	270
Hps6|20170	404	325	329	339	438	261	499	253	286	248	259	272
Hpse2|545291	8	0	0	0	0	2	5	3	8	7	0	0
Hpse|15442	19	4	23	36	18	5	20	26	35	15	22	14
Hpx|15458	6	8	6	3	17	6	3	6	0	7	14	14
Hp|15439	163	214	121	68	66	77	112	87	94	105	74	84
Hrasls5|66727	0	0	0	1	0	0	0	0	0	0	0	0
Hrasls|27281	1108	1039	700	890	1246	952	1380	843	1103	866	747	986
Hras|15461	3794	3947	2700	2989	4736	3441	4410	2696	3572	2518	2723	3237
Hrct1|100039781	50	53	13	31	17	41	27	27	31	21	2	4
Hrc|15464	34	61	21	9	61	24	27	12	7	19	2	14
Hrg|94175	0	0	0	0	0	0	0	0	2	0	0	0
Hrh1|15465	307	186	203	424	409	174	297	252	283	202	222	194
Hrh2|15466	40	49	35	39	59	50	25	54	96	51	63	52
Hrh3|99296	1192	1647	1419	1893	2238	1370	1348	1534	1734	1590	1473	1466
Hrh4|225192	0	0	0	0	0	0	0	0	2	0	0	0
Hrk|12123	6480	7204	9442	12185	8042	7763	6523	9410	11757	8819	7582	7207
Hrnr|68723	0	0	0	0	0	0	0	0	0	0	0	0
Hrsp12|15473	3675	3102	1654	2221	3455	2260	2688	1913	2049	1854	1312	2059
Hr|15460	451	377	584	467	641	426	464	419	410	416	340	337
Hs1bp3|58240	2084	2181	2841	3067	2084	2472	2071	2623	3410	2654	2206	1755
Hs2st1|23908	1958	1872	1805	1902	2451	1927	2145	1589	2050	1585	1413	1453
Hs3st1|15476	805	809	699	607	1024	712	833	657	726	511	577	576
Hs3st2|195646	240	275	155	323	292	194	172	175	223	291	232	201
Hs3st3a1|15478	10	17	10	22	9	18	11	16	6	21	19	12
Hs3st3b1|54710	71	60	153	166	49	95	46	57	56	50	53	57
Hs3st4|628779	3590	3682	3214	3000	4031	3188	4732	3386	5335	3388	3455	3307
Hs3st5|319415	30	53	72	99	77	64	40	50	63	44	62	21
Hs3st6|328779	10	11	12	0	9	5	13	4	4	15	8	6
Hs6st1|50785	2134	2328	2206	2389	2745	2084	2639	2150	2746	1781	1968	1941
Hs6st2|50786	1342	1010	825	1295	1508	923	1096	928	1017	910	823	777
Hs6st3|50787	134	185	118	144	140	167	210	210	204	177	190	111
Hsbp1l1|66255	14	31	36	23	23	9	14	31	29	13	27	23
Hsbp1|68196	10541	10119	7878	8937	12707	8681	10632	6834	8816	7076	6910	7935
Hscb|100900	203	142	88	131	252	198	186	103	119	103	71	123
Hsd11b1|15483	1284	969	657	818	1066	906	1044	629	840	723	621	720
Hsd11b2|15484	6	0	0	0	0	0	0	0	0	0	0	0
Hsd17b10|15108	2007	1720	1293	1660	2370	1645	1662	1270	1603	1208	1154	1408
Hsd17b11|114664	2677	2587	1797	1936	3143	2116	2698	1730	1969	1700	1426	1781
Hsd17b12|56348	4129	3227	2588	3214	4211	2904	3397	2323	2762	2464	2066	2377
Hsd17b13|243168	8	9	4	12	0	9	7	9	2	1	5	8
Hsd17b14|66065	0	0	2	0	0	0	10	4	6	0	0	2
Hsd17b1|15485	3	4	27	6	32	6	9	5	30	19	4	5
Hsd17b2|15486	8	0	1	4	5	0	2	25	51	8	19	16
Hsd17b3|15487	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b4|15488	5095	4773	3182	3646	5226	3768	4616	3188	3752	3300	3221	3543
Hsd17b6|27400	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b7|15490	982	797	774	889	980	815	948	856	941	907	715	718
Hsd3b1|15492	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b2|15493	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b3|15494	0	0	0	0	0	0	0	6	2	2	0	2
Hsd3b4|15495	0	0	0	0	0	0	0	0	0	0	0	0
Hsd3b5|15496	0	1	3	0	0	0	0	0	0	0	0	0
Hsd3b6|15497	0	1	0	2	0	0	0	0	0	2	0	0
Hsd3b7|101502	381	357	314	268	437	190	322	205	273	255	190	234
Hsdl1|72552	3191	2903	2344	2551	3947	2512	2928	2184	2628	2020	1956	2411
Hsdl2|72479	2240	1674	1423	1893	2086	1572	1669	1268	1738	1604	1130	1264
Hsf1|15499	1012	1255	1263	999	1435	965	1283	868	1044	855	786	940
Hsf2bp|74377	23	30	37	46	11	20	35	30	37	5	26	14
Hsf2|15500	1490	1571	1242	1138	1822	1354	1489	1093	1228	1129	1112	990
Hsf3|245525	0	0	5	1	0	0	1	0	0	1	2	0
Hsf4|26386	269	262	199	262	455	259	370	204	239	191	186	213
Hsf5|327992	13	9	10	24	17	19	15	17	5	14	19	13
Hsfy2|71066	0	0	0	0	0	0	0	0	0	0	0	0
Hsh2d|209488	1	7	0	5	0	9	0	1	0	0	1	0
Hsp90aa1|15519	121741	110007	84320	99485	154998	98987	114158	83287	104388	82962	88429	87886
Hsp90ab1|15516	209436	206040	154268	161260	264862	185785	223677	155166	186980	150269	160637	166560
Hsp90b1|22027	41688	35788	25532	34502	49841	30939	32809	23758	32415	26988	24959	26157
Hspa12a|73442	21925	22003	18145	21450	27479	21095	23501	19474	22806	17683	18178	17967
Hspa12b|72630	149	163	97	115	194	147	184	107	73	83	76	84
Hspa13|110920	2606	2495	2036	2536	2733	2277	2786	2043	2629	2130	1939	1916
Hspa14|50497	2403	2268	1868	1818	2466	1935	2468	1683	1886	1625	1557	1820
Hspa1a|193740	383	380	267	268	432	341	385	220	274	219	181	290
Hspa1b|15511	271	401	286	179	468	280	385	246	158	206	163	267
Hspa1l|15482	43	67	50	53	143	74	60	51	53	42	59	55
Hspa2|15512	6754	6522	3818	4952	6979	4939	5842	4023	4928	4087	4040	4743
Hspa4l|18415	5406	4793	3932	4453	6388	4710	5347	4238	4671	4072	3860	3962
Hspa4|15525	28520	26309	19639	23560	35696	24965	25501	20250	23637	19108	20116	20502
Hspa5|14828	42046	34312	27542	33774	49395	30208	32342	21408	31127	26967	23922	25257
Hspa8|15481	168038	159417	123163	135363	220050	143306	167083	119497	135225	117779	118361	128985
Hspa9|15526	27934	26890	19220	21294	33529	24104	26720	18442	22378	17550	18696	20321
Hspb11|72938	351	351	243	221	368	336	342	186	269	241	182	236
Hspb1|15507	303	209	152	197	355	175	275	128	170	159	127	98
Hspb2|69253	46	19	17	38	18	9	15	19	23	31	21	18
Hspb3|56534	33	44	24	20	29	43	55	32	43	37	11	35
Hspb6|243912	254	130	231	287	228	199	185	166	243	214	200	106
Hspb7|29818	7	12	1	4	1	1	9	2	8	2	2	7
Hspb8|80888	2539	1446	1063	1632	1844	1269	1348	895	1322	1123	878	1031
Hspb9|75482	0	4	0	0	0	0	4	0	0	0	0	0
Hspbap1|66667	246	315	223	247	447	300	279	231	284	193	263	188
Hspbp1|66245	3143	3793	2826	2496	4642	2935	4106	2384	2612	2317	2645	3057
Hspd1|15510	20788	19754	14711	16506	25683	17985	19765	14151	16811	14273	14440	16150
Hspe1|15528	3920	3765	2631	2622	5184	3436	4172	2322	3318	2458	2293	2926
Hspg2|15530	787	395	438	686	753	489	410	356	411	467	359	269
Hsph1|15505	24621	25671	21038	21437	33778	23796	28780	20675	25142	20297	19545	21128
Htatip2|53415	790	702	784	880	986	813	819	637	731	650	579	653
Htatsf1|72459	12453	13960	9068	9207	15689	11957	13618	8700	11024	8259	9009	10589
Htr1a|15550	5015	5021	4304	3667	4829	4965	5617	3997	5177	3910	4047	3901
Htr1b|15551	133	146	132	114	151	152	218	159	149	110	170	128
Htr1d|15552	13	52	28	21	34	10	4	22	18	15	13	9
Htr1f|15557	28	29	39	53	39	46	74	36	89	37	26	44
Htr2a|15558	112	105	165	145	87	90	220	137	154	170	175	116
Htr2b|15559	0	0	0	0	0	1	0	0	0	2	4	0
Htr2c|15560	4449	1793	2545	4393	3919	2452	2225	2041	2858	2885	2216	1694
Htr3a|15561	52	56	93	52	115	41	43	65	87	49	36	66
Htr3b|57014	1	0	2	1	1	1	5	1	0	4	0	0
Htr4|15562	519	490	793	698	527	578	540	723	910	666	577	490
Htr5a|15563	405	374	554	628	669	575	495	517	529	576	515	472
Htr5b|15564	804	883	561	474	649	707	1061	675	860	638	642	688
Htr6|15565	61	73	136	158	123	80	105	87	125	106	68	89
Htr7|15566	274	233	296	413	302	256	179	246	335	312	229	251
Htra1|56213	9924	9033	5141	6542	9388	6412	7581	4792	5838	5096	4086	5663
Htra2|64704	1696	1466	1384	1072	2596	1295	1780	1076	1354	1033	1145	1115
Htra3|78558	115	97	87	99	97	131	91	84	89	83	57	80
Htra4|330723	60	50	53	43	174	67	69	55	118	38	67	70
Htt|15194	5290	4932	4567	4991	6056	5517	5778	4608	5647	4174	4742	4140
Hunk|26559	3184	3257	3183	2397	3485	3601	4668	3173	3552	2804	2944	2831
Hus1b|210554	0	0	0	3	16	0	0	5	1	0	0	3
Hus1|15574	759	716	901	826	736	734	624	775	763	728	493	506
Huwe1|59026	11453	10418	9781	10805	13635	10277	10985	10043	12360	9190	10335	8371
Hvcn1|74096	148	168	142	158	102	192	192	96	189	184	142	126
Hyal1|15586	113	70	76	127	139	84	69	76	98	119	103	36
Hyal2|15587	559	550	515	617	469	508	523	432	496	433	438	472
Hyal3|109685	189	93	54	104	236	101	83	65	124	106	91	91
Hyal4|77042	0	0	0	0	0	0	0	0	0	1	0	0
Hyal5|74468	0	0	0	0	0	0	0	0	0	0	0	0
Hyal6|74409	0	0	0	0	0	0	0	0	0	0	0	0
Hydin|244653	221	147	89	109	143	96	97	116	127	128	163	56
Hyi|68180	64	52	39	58	90	37	51	30	28	34	23	55
Hykk|235386	320	293	290	354	258	238	227	233	391	241	177	135
Hyls1|76832	708	695	556	454	920	680	937	447	621	536	504	576
Hyou1|12282	9324	9064	6560	8028	11892	7694	9221	6659	8385	6137	7054	6575
Hypk|67693	4747	5126	3168	3375	6023	4357	4891	3046	4408	3123	3151	3836
I730028E13Rik|619328	0	0	0	0	0	0	0	0	0	0	0	0
I730030J21Rik|619313	0	0	0	0	0	0	0	4	0	2	1	1
I830012O16Rik|667370	199	206	106	102	147	81	120	123	110	71	93	87
I830077J02Rik|433638	6	27	21	12	19	13	10	12	4	10	11	12
Iah1|67732	669	635	428	465	810	604	706	379	539	488	347	536
Iapp|15874	0	0	0	0	0	0	0	0	0	0	0	0
Iars2|381314	2645	2853	2056	2345	3675	2359	3066	1895	2159	1871	1927	2231
Iars|105148	3780	3394	3001	3545	4145	3033	3150	2834	3330	2776	3004	2635
Iba57|216792	543	682	615	677	714	664	691	572	672	532	480	471
