id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	FMR1CA1RNASeq	FMR1 CA1 RNA-Seq	Transcriptonal profiling of the CA1 subfield of the hippocampus of Fmr1 knockout mouse
