id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	assay_type	anatomy
https://www.ncbi.nlm.nih.gov/sra/	SRX3368300	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368301	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368302	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368303	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368304	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368305	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368306	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368307	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368308	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368309	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368310	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368311	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368312	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368313	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368314	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
https://www.ncbi.nlm.nih.gov/sra/	SRX3368315	https://www.ncbi.nlm.nih.gov/bioproject/	PRJNA417316		2017-11-06	OBI:0002571	UBERON:0003881
