"gene","pvalue","lfc","color"
"Adcyap1r1",0.0387567005828493,-0.0766698671797691,"none"
"Add1",0.0124704580675514,0.015803724515546,"none"
"Add2",0.488014259207138,0.245145057626007,"none"
"Add3",0.0123900281195952,-0.0263343083907968,"none"
"Adgra1",0.0114277259056101,0.0313261231386202,"none"
"Adgra2",0.0474054051830576,-0.116250706916746,"none"
"Adgra3",0.0236546900208206,-0.067330269778675,"none"
"Adgrb1",0.014669849550226,0.0151360229889432,"none"
"Adgrb2",0.195392157287526,-0.135771498373053,"none"
"Adgrb3",0.100329050663508,0.110275786434652,"none"
"Adgrf5",0.00951541329041015,-0.0268108364407788,"none"
"Adgrg1",0.00199355688940279,0.00880868604568171,"none"
"Adgrl1",0.0138861773824221,0.0169387751294705,"none"
"Adgrl2",0.0184732220410308,-0.0294397597335407,"none"
"Adgrl3",0.123951529756408,0.167466954506614,"none"
"Adgrl4",0.220760233628344,-0.327250961747694,"none"
"Adh5",0.106961020215817,0.191563210342819,"none"
"Adhfe1",0.0773106571016707,-0.144562499085204,"none"
"Adi1",0.0802778528458062,0.173503974473017,"none"
"Adipor1",0.0375702175255771,0.0751079841229823,"none"
"Adipor2",0.150872593901614,0.2177163964995,"none"
"Adk",0.056269090781377,-0.134695667868001,"none"
"Adnp",0.145044694605882,-0.186997615680031,"none"
"Adnp2",0.381033009007623,0.383492835394073,"none"
"Ado",0.150626951681217,0.188300069594779,"none"
"Adora1",0.0650939332236107,0.0691092045517989,"none"
"Adpgk",0.0821749823708769,-0.179435499464499,"none"
"Adprh",0.105571924874554,-0.179124934643556,"none"
"Adprhl2",0.0216993315811887,-0.0631048826450946,"none"
"Adprm",0.0880497790120937,-0.179164270874534,"none"
"Adra1a",0.0920889928954866,0.171187782807831,"none"
"Adra1d",0.0678671089624577,-0.110806612527243,"none"
"Adra2a",0.149354048710972,-0.261467856972585,"none"
"Adra2b",0.0253887208169019,-0.0551071442021222,"none"
"Adra2c",0.0947234675108494,-0.134758916457012,"none"
"Adrb1",0.0914020440007002,0.187733632613236,"none"
"Adrbk1",0.104309742210921,-0.129863743363057,"none"
"Adrbk2",0.0841577278342254,-0.158598360478916,"none"
"Adrm1",0.0130559775179783,0.0295900977125178,"none"
"Adsl",0.0725875393463551,0.154541148800691,"none"
"Adss",0.00690642156388337,-0.0130384359470535,"none"
"Aebp2",0.0157488490662851,0.0330163129245983,"none"
"Aen",0.0351187817582406,0.0948222295489176,"none"
"Aes",0.0947234675108494,-0.120388248301637,"none"
"Afap1",0.156764981632619,-0.273205878309377,"none"
"Afap1l1",0.129047206412674,-0.200709808848368,"none"
"Aff1",0.0300713121864862,-0.0832145431055491,"none"
"Aff2",0.0176193384031509,-0.0467157723864694,"none"
"Aff3",0.0386951161444321,0.0716432059523879,"none"
"Aff4",0.153050059205971,0.155980678753551,"none"
"Afg3l1",0.0530318012098808,0.123532926262918,"none"
"Afg3l2",0.0730308174397613,0.103680191621117,"none"
"Aftph",0.00291151789693257,0.00688064019834236,"none"
"Agap1",0.0300713121864862,-0.0668222546807105,"none"
"Agap2",0.0578790500660482,-0.0747713261634447,"none"
"Agap3",0.176230520946723,-0.148979923048899,"none"
"Agbl4",0.0621495607728501,-0.141071490252285,"none"
"Agbl5",0.0187746393122607,-0.0502931846691254,"none"
"Agfg1",0.0628349991617855,-0.0795481826013084,"none"
"Agfg2",0.0320050175399472,-0.051704103899312,"none"
"Aggf1",0.00820473921851326,-0.0170760653749333,"none"
"Agk",0.056269090781377,0.12787179916117,"none"
"Agl",0.140783842015513,0.207229584695873,"none"
"Ago1",0.100329050663508,0.151999282732936,"none"
"Ago2",0.253093417658336,0.222975968820579,"none"
"Ago3",0.0557551954475274,0.106408981928802,"none"
"Ago4",0.0832016921209874,0.181404753193686,"none"
"Agpat1",0.0947234675108494,-0.117558185289199,"none"
"Agpat3",0.00478346065221944,0.0082983501486138,"none"
"Agpat4",0.036067172067995,-0.0904850880869583,"none"
"Agpat5",0.0181144435255004,-0.0412169550952612,"none"
"Agps",0.0477298719019922,-0.114876350142244,"none"
"Agrn",0.0623712052164015,-0.0621432474048161,"none"
"Agtpbp1",0.00199355688940279,-0.00361356380031129,"none"
"Ahctf1",0.0798350623840702,0.119032878300652,"none"
"Ahcy",0.0178465146589042,-0.0423430376055743,"none"
"Ahcyl1",0.0357345618794544,0.0410772253342307,"none"
"Ahcyl2",0.0636858909544695,0.108561502316637,"none"
"Ahdc1",0.00446293267895391,0.0116452722273915,"none"
"Ahi1",0.0218588690252845,-0.0292548044939845,"none"
"Ahnak",0.2184571115669,-0.322673672658417,"none"
"Ahr",0.00478346065221944,-0.0159232907848033,"none"
"Ahsa1",0.0340899203962585,-0.0664516677637602,"none"
"Ahsa2",0.527223780600401,-0.493912000890311,"none"
"AI314180",0.26655119487483,0.268258385109039,"none"
"AI413582",0.195525188804895,-0.294159443864988,"none"
"AI464131",0.07988531134843,-0.172114578984796,"none"
"AI593442",0.136023106455304,0.138333854663191,"none"
"AI597479",0.0380292346383321,0.0986580927499963,"none"
"AI606181",0.0272436113180291,-0.0773285244603092,"none"
"AI837181",0.0310762931675764,0.0800514730141975,"none"
"AI846148",0.0357345618794544,-0.0920441914370058,"none"
"AI854703",0.13824705334422,0.244574631128874,"none"
"Aida",0.0388515218191389,0.0971227045994584,"none"
"Aifm1",0.084536768738443,0.179690886706231,"none"
"Aifm3",0.11899523339628,0.221472257831247,"none"
"Aig1",0.108353150562433,-0.211905604290792,"none"
"Aimp1",0.0388677549788299,-0.107821591184623,"none"
"Aimp2",0.0723431228326075,-0.157733306957642,"none"
"Aip",0.0282908286630696,-0.0704639162809915,"none"
"Ajap1",0.0184515834536684,-0.0364505802098011,"none"
"AK010878",0.113913896426408,-0.222935401359764,"none"
"Ak1",0.0610024622205491,-0.11839096322893,"none"
"Ak2",0.0213692828657718,-0.0619867483369473,"none"
"Ak3",0.015330406770328,0.0357199362452302,"none"
"Ak4",0.0019437799176977,-0.00672373355200771,"none"
"Ak5",0.122905815130528,-0.221493727199014,"none"
"Ak6",0.042374747378556,-0.104625605131738,"none"
