"ID","Genotype","TrainSession","APA2","TrainSessionCombo","TrainSessionComboNum","variable","value"
"16-121C","WT","Retention","conflict","Retention",9,"pTimeTarget",0.0423
"16-121D","WT","Hab","conflict","Hab",1,"pTimeTarget",0.2897
"16-121D","WT","T1","conflict","T1",2,"pTimeTarget",0.0123
"16-121D","WT","T2","conflict","T2",3,"pTimeTarget",0.0099
"16-121D","WT","T3","conflict","T3",4,"pTimeTarget",0.0132
"16-121D","WT","Retest","conflict","Retest",5,"pTimeTarget",0.0055
"16-121D","WT","C1","conflict","T4_C1",6,"pTimeTarget",0.0168
"16-121D","WT","C2","conflict","T5_C2",7,"pTimeTarget",0.0049
"16-121D","WT","C3","conflict","T6_C3",8,"pTimeTarget",1e-04
"16-121D","WT","Retention","conflict","Retention",9,"pTimeTarget",0.1215
"16-116D","WT","Hab","yoked-conflict","Hab",1,"pTimeTarget",0.3546
"16-116D","WT","T1","yoked-conflict","T1",2,"pTimeTarget",0.3472
"16-116D","WT","T2","yoked-conflict","T2",3,"pTimeTarget",0.266
"16-116D","WT","T3","yoked-conflict","T3",4,"pTimeTarget",0.221
"16-116D","WT","Retest","yoked-conflict","Retest",5,"pTimeTarget",0.2097
"16-116D","WT","C1","yoked-conflict","T4_C1",6,"pTimeTarget",0.122
"16-116D","WT","C2","yoked-conflict","T5_C2",7,"pTimeTarget",0.0825
"16-116D","WT","C3","yoked-conflict","T6_C3",8,"pTimeTarget",0.1514
"16-116D","WT","Retention","yoked-conflict","Retention",9,"pTimeTarget",0.1643
"16-118D","WT","Hab","yoked-conflict","Hab",1,"pTimeTarget",0.2131
"16-118D","WT","T1","yoked-conflict","T1",2,"pTimeTarget",0.2115
"16-118D","WT","T2","yoked-conflict","T2",3,"pTimeTarget",0.1896
"16-118D","WT","T3","yoked-conflict","T3",4,"pTimeTarget",0.2707
"16-118D","WT","Retest","yoked-conflict","Retest",5,"pTimeTarget",0.0274
"16-118D","WT","C1","yoked-conflict","T4_C1",6,"pTimeTarget",0.3696
"16-118D","WT","C3","yoked-conflict","T6_C3",8,"pTimeTarget",0.2962
"16-118D","WT","Retention","yoked-conflict","Retention",9,"pTimeTarget",0.2316
"16-120D","WT","Hab","yoked-conflict","Hab",1,"pTimeTarget",0.1526
"16-120D","WT","T1","yoked-conflict","T1",2,"pTimeTarget",0.1459
"16-120D","WT","T2","yoked-conflict","T2",3,"pTimeTarget",0.1764
"16-120D","WT","T3","yoked-conflict","T3",4,"pTimeTarget",0.2023
"16-120D","WT","Retest","yoked-conflict","Retest",5,"pTimeTarget",0.165
"16-120D","WT","C1","yoked-conflict","T4_C1",6,"pTimeTarget",0.233
"16-120D","WT","C2","yoked-conflict","T5_C2",7,"pTimeTarget",0.2829
"16-120D","WT","C3","yoked-conflict","T6_C3",8,"pTimeTarget",0.262
"16-120D","WT","Retention","yoked-conflict","Retention",9,"pTimeTarget",0.2702
"16-122A","FMR1KO","Hab","consistent","Hab",1,"pTimeCCW",0.2908
"16-122A","FMR1KO","T1","consistent","T1",2,"pTimeCCW",0.5261
"16-122A","FMR1KO","T2","consistent","T2",3,"pTimeCCW",0.4712
"16-122A","FMR1KO","T3","consistent","T3",4,"pTimeCCW",0.2007
"16-122A","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.1617
"16-122A","FMR1KO","T4","consistent","T4_C1",6,"pTimeCCW",0.529
"16-122A","FMR1KO","T5","consistent","T5_C2",7,"pTimeCCW",0.4303
"16-122A","FMR1KO","T6","consistent","T6_C3",8,"pTimeCCW",0.7609
"16-122A","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.286
"16-123A","FMR1KO","Hab","consistent","Hab",1,"pTimeCCW",0.2616
"16-123A","FMR1KO","T1","consistent","T1",2,"pTimeCCW",0.137
"16-123A","FMR1KO","T2","consistent","T2",3,"pTimeCCW",0.447
"16-123A","FMR1KO","T3","consistent","T3",4,"pTimeCCW",0.2734
"16-123A","FMR1KO","Retest","consistent","Retest",5,"pTimeCCW",0.2428
"16-123A","FMR1KO","T4","consistent","T4_C1",6,"pTimeCCW",0.3719
"16-123A","FMR1KO","T5","consistent","T5_C2",7,"pTimeCCW",0.1975
"16-123A","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.3385
"16-124A","FMR1KO","Hab","consistent","Hab",1,"pTimeCCW",0.2564
"16-124A","FMR1KO","T1","consistent","T1",2,"pTimeCCW",0.7324
"16-124A","FMR1KO","T2","consistent","T2",3,"pTimeCCW",0.209
"16-124A","FMR1KO","T3","consistent","T3",4,"pTimeCCW",0.2745
"16-124A","FMR1KO","Retest","consistent","Retest",5,"pTimeCCW",0.2953
"16-124A","FMR1KO","T4","consistent","T4_C1",6,"pTimeCCW",0.8264
"16-124A","FMR1KO","T5","consistent","T5_C2",7,"pTimeCCW",0.7147
"16-124A","FMR1KO","T6","consistent","T6_C3",8,"pTimeCCW",0.3961
"16-124A","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.3658
"16-124B","FMR1KO","Hab","consistent","Hab",1,"pTimeCCW",0.3568
"16-124B","FMR1KO","T1","consistent","T1",2,"pTimeCCW",0.5784
"16-124B","FMR1KO","T2","consistent","T2",3,"pTimeCCW",0.4161
"16-124B","FMR1KO","T3","consistent","T3",4,"pTimeCCW",0.3169
"16-124B","FMR1KO","Retest","consistent","Retest",5,"pTimeCCW",0.4282
"16-124B","FMR1KO","T4","consistent","T4_C1",6,"pTimeCCW",0.5157
"16-124B","FMR1KO","T5","consistent","T5_C2",7,"pTimeCCW",0.4989
"16-124B","FMR1KO","T6","consistent","T6_C3",8,"pTimeCCW",0.4116
"16-124B","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.349
"16-125A","FMR1KO","Hab","consistent","Hab",1,"pTimeCCW",0.2752
"16-125A","FMR1KO","T1","consistent","T1",2,"pTimeCCW",0.3551
"16-125A","FMR1KO","T2","consistent","T2",3,"pTimeCCW",0.2376
"16-125A","FMR1KO","T3","consistent","T3",4,"pTimeCCW",0.2505
"16-125A","FMR1KO","Retest","consistent","Retest",5,"pTimeCCW",0.4112
"16-125A","FMR1KO","T4","consistent","T4_C1",6,"pTimeCCW",0.3969
"16-125A","FMR1KO","T6","consistent","T6_C3",8,"pTimeCCW",0.4778
"16-125A","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.3451
"16-126A","FMR1KO","Hab","consistent","Hab",1,"pTimeCCW",0.2098
"16-126A","FMR1KO","T1","consistent","T1",2,"pTimeCCW",0.243
"16-126A","FMR1KO","T2","consistent","T2",3,"pTimeCCW",0.3589
"16-126A","FMR1KO","T3","consistent","T3",4,"pTimeCCW",0.3137
"16-126A","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.2965
"16-126A","FMR1KO","T4","consistent","T4_C1",6,"pTimeCCW",0.3071
"16-126A","FMR1KO","T5","consistent","T5_C2",7,"pTimeCCW",0.4454
"16-126A","FMR1KO","T6","consistent","T6_C3",8,"pTimeCCW",0.4814
"16-126A","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.482
"16-357C","FMR1KO","Hab","consistent","Hab",1,"pTimeCCW",0.316
"16-357C","FMR1KO","T1","consistent","T1",2,"pTimeCCW",0.4871
"16-357C","FMR1KO","T2","consistent","T2",3,"pTimeCCW",0.2554
"16-357C","FMR1KO","T3","consistent","T3",4,"pTimeCCW",0.0589
"16-357C","FMR1KO","Retest","consistent","Retest",5,"pTimeCCW",0.0889
"16-357C","FMR1KO","T4","consistent","T4_C1",6,"pTimeCCW",0.4051
"16-357C","FMR1KO","T5","consistent","T5_C2",7,"pTimeCCW",0.3285
"16-357C","FMR1KO","T6","consistent","T6_C3",8,"pTimeCCW",0.1964
"16-357C","FMR1KO","Retention","consistent","Retention",9,"pTimeCCW",0.1208
"16-122B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeCCW",0.3287
"16-122B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeCCW",0.2682
"16-122B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeCCW",0.2967
"16-122B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeCCW",0.1936
"16-122B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.1817
"16-122B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.1883
"16-122B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.1852
"16-122B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.1757
"16-122B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.2205
"16-123B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeCCW",0.1544
"16-123B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeCCW",0.3123
"16-123B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeCCW",0.3189
"16-123B","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeCCW",0.1676
"16-123B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.1855
"16-123B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.2206
"16-123B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.1452
"16-123B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.1579
"16-126B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeCCW",0.23
"16-126B","FMR1KO","T1","yoked-consistent","T1",2,"pTimeCCW",0.1561
"16-126B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeCCW",0.2652
"16-126B","FMR1KO","T3","yoked-consistent","T3",4,"pTimeCCW",0.1358
"16-126B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.2398
"16-126B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.2187
"16-126B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.2154
"16-126B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.2409
"16-126B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.2646
"16-357A","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeCCW",0.2938
"16-357A","FMR1KO","T2","yoked-consistent","T2",3,"pTimeCCW",0.3433
"16-357A","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeCCW",0.2779
"16-357A","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.2795
"16-357A","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.2756
"16-357A","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.3443
"16-357A","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.3614
"16-357B","FMR1KO","Hab","yoked-consistent","Hab",1,"pTimeCCW",0.3714
"16-357B","FMR1KO","T2","yoked-consistent","T2",3,"pTimeCCW",0.3515
"16-357B","FMR1KO","Retest","yoked-consistent","Retest",5,"pTimeCCW",0.3181
"16-357B","FMR1KO","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.4712
"16-357B","FMR1KO","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.2678
"16-357B","FMR1KO","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.2568
"16-357B","FMR1KO","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.3919
"16-122C","FMR1KO","Hab","conflict","Hab",1,"pTimeCCW",0.1883
"16-122C","FMR1KO","T1","conflict","T1",2,"pTimeCCW",0.4762
"16-122C","FMR1KO","T2","conflict","T2",3,"pTimeCCW",0.3838
"16-122C","FMR1KO","T3","conflict","T3",4,"pTimeCCW",0.2699
"16-122C","FMR1KO","Retention","conflict","Retention",9,"pTimeCCW",0.328
"16-122C","FMR1KO","C1","conflict","T4_C1",6,"pTimeCCW",0.2868
"16-122C","FMR1KO","C2","conflict","T5_C2",7,"pTimeCCW",0.2682
"16-122C","FMR1KO","C3","conflict","T6_C3",8,"pTimeCCW",0.1592
"16-122C","FMR1KO","Retention","conflict","Retention",9,"pTimeCCW",0.1334
"16-124C","FMR1KO","Hab","conflict","Hab",1,"pTimeCCW",0.2908
"16-124C","FMR1KO","T1","conflict","T1",2,"pTimeCCW",0.6783
"16-124C","FMR1KO","T2","conflict","T2",3,"pTimeCCW",0.3266
"16-124C","FMR1KO","T3","conflict","T3",4,"pTimeCCW",0.5454
"16-124C","FMR1KO","Retest","conflict","Retest",5,"pTimeCCW",0.3806
"16-124C","FMR1KO","C1","conflict","T4_C1",6,"pTimeCCW",0.2084
"16-124C","FMR1KO","C2","conflict","T5_C2",7,"pTimeCCW",0.1925
"16-124C","FMR1KO","C3","conflict","T6_C3",8,"pTimeCCW",0.1944
"16-124C","FMR1KO","Retention","conflict","Retention",9,"pTimeCCW",0.1513
"16-125C","FMR1KO","Hab","conflict","Hab",1,"pTimeCCW",0.1306
"16-125C","FMR1KO","T1","conflict","T1",2,"pTimeCCW",0.3703
"16-125C","FMR1KO","T2","conflict","T2",3,"pTimeCCW",0.314
"16-125C","FMR1KO","T3","conflict","T3",4,"pTimeCCW",0.3988
"16-125C","FMR1KO","Retest","conflict","Retest",5,"pTimeCCW",0.3945
"16-125C","FMR1KO","C1","conflict","T4_C1",6,"pTimeCCW",0.4122
"16-125C","FMR1KO","C2","conflict","T5_C2",7,"pTimeCCW",0.3659
"16-125C","FMR1KO","C3","conflict","T6_C3",8,"pTimeCCW",0.1305
"16-125C","FMR1KO","Retention","conflict","Retention",9,"pTimeCCW",0.2366
"16-125D","FMR1KO","Hab","conflict","Hab",1,"pTimeCCW",0.3671
"16-125D","FMR1KO","T1","conflict","T1",2,"pTimeCCW",0.7027
"16-125D","FMR1KO","T2","conflict","T2",3,"pTimeCCW",0.4065
"16-125D","FMR1KO","T3","conflict","T3",4,"pTimeCCW",0.3683
"16-125D","FMR1KO","Retest","conflict","Retest",5,"pTimeCCW",0.3269
"16-125D","FMR1KO","C1","conflict","T4_C1",6,"pTimeCCW",0.1584
"16-125D","FMR1KO","C2","conflict","T5_C2",7,"pTimeCCW",0.0578
"16-125D","FMR1KO","C3","conflict","T6_C3",8,"pTimeCCW",0.0537
"16-125D","FMR1KO","Retention","conflict","Retention",9,"pTimeCCW",0.1388
"16-122D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeCCW",0.2478
"16-122D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeCCW",0.3637
"16-122D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeCCW",0.2725
"16-122D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeCCW",0.1768
"16-122D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeCCW",0.2943
"16-122D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeCCW",0.3154
"16-122D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeCCW",0.2607
"16-122D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeCCW",0.2567
"16-122D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeCCW",0.2786
"16-123D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeCCW",0.2776
"16-123D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeCCW",0.2589
"16-123D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeCCW",0.2379
"16-123D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeCCW",0.3897
"16-123D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeCCW",0.227
"16-123D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeCCW",0.282
"16-123D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeCCW",0.2711
"16-123D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeCCW",0.2039
"16-124D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeCCW",0.2871
"16-124D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeCCW",0.1738
"16-124D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeCCW",0.3872
"16-124D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeCCW",0.2323
"16-124D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeCCW",0.2863
"16-124D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeCCW",0.1801
"16-124D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeCCW",0.222
"16-124D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeCCW",0.1992
"16-124D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeCCW",0.2284
"16-357D","FMR1KO","Hab","yoked-conflict","Hab",1,"pTimeCCW",0.2317
"16-357D","FMR1KO","T1","yoked-conflict","T1",2,"pTimeCCW",0.1146
"16-357D","FMR1KO","T2","yoked-conflict","T2",3,"pTimeCCW",0.1218
"16-357D","FMR1KO","T3","yoked-conflict","T3",4,"pTimeCCW",0.2954
"16-357D","FMR1KO","Retest","yoked-conflict","Retest",5,"pTimeCCW",0.2753
"16-357D","FMR1KO","C1","yoked-conflict","T4_C1",6,"pTimeCCW",0.1302
"16-357D","FMR1KO","C2","yoked-conflict","T5_C2",7,"pTimeCCW",0.222
"16-357D","FMR1KO","C3","yoked-conflict","T6_C3",8,"pTimeCCW",0.1795
"16-357D","FMR1KO","Retention","yoked-conflict","Retention",9,"pTimeCCW",0.2043
"16-116A","WT","Hab","consistent","Hab",1,"pTimeCCW",0.1827
"16-116A","WT","T1","consistent","T1",2,"pTimeCCW",0.5624
"16-116A","WT","T2","consistent","T2",3,"pTimeCCW",0.5753
"16-116A","WT","T3","consistent","T3",4,"pTimeCCW",0.5229
"16-116A","WT","Retest","consistent","Retest",5,"pTimeCCW",0.63
"16-116A","WT","T4","consistent","T4_C1",6,"pTimeCCW",0.4524
"16-116A","WT","T5","consistent","T5_C2",7,"pTimeCCW",0.4256
"16-116A","WT","T6","consistent","T6_C3",8,"pTimeCCW",0.2665
"16-116A","WT","Retention","consistent","Retention",9,"pTimeCCW",0.1234
"16-117A","WT","Hab","consistent","Hab",1,"pTimeCCW",0.2891
"16-117A","WT","T1","consistent","T1",2,"pTimeCCW",0.3209
"16-117A","WT","T2","consistent","T2",3,"pTimeCCW",0.3484
"16-117A","WT","T3","consistent","T3",4,"pTimeCCW",0.4252
"16-117A","WT","Retest","consistent","Retest",5,"pTimeCCW",0.2892
"16-117A","WT","T4","consistent","T4_C1",6,"pTimeCCW",0.4616
"16-117A","WT","T5","consistent","T5_C2",7,"pTimeCCW",0.2973
"16-117A","WT","T6","consistent","T6_C3",8,"pTimeCCW",0.2238
"16-117A","WT","Retention","consistent","Retention",9,"pTimeCCW",0.1789
"16-118A","WT","Hab","consistent","Hab",1,"pTimeCCW",0.2817
"16-118A","WT","T1","consistent","T1",2,"pTimeCCW",0.2617
"16-118A","WT","T2","consistent","T2",3,"pTimeCCW",0.5043
"16-118A","WT","T3","consistent","T3",4,"pTimeCCW",0.4524
"16-118A","WT","Retest","consistent","Retest",5,"pTimeCCW",0.3889
"16-118A","WT","T4","consistent","T4_C1",6,"pTimeCCW",0.4861
"16-118A","WT","T5","consistent","T5_C2",7,"pTimeCCW",0.5463
"16-118A","WT","T6","consistent","T6_C3",8,"pTimeCCW",0.5604
"16-118A","WT","Retention","consistent","Retention",9,"pTimeCCW",0.261
"16-118B","WT","Hab","consistent","Hab",1,"pTimeCCW",0.1863
"16-118B","WT","T1","consistent","T1",2,"pTimeCCW",0.5174
"16-118B","WT","T2","consistent","T2",3,"pTimeCCW",0.2242
"16-118B","WT","T3","consistent","T3",4,"pTimeCCW",0.1511
"16-118B","WT","Retest","consistent","Retest",5,"pTimeCCW",0.0276
"16-118B","WT","T4","consistent","T4_C1",6,"pTimeCCW",0.0452
"16-118B","WT","T5","consistent","T5_C2",7,"pTimeCCW",0.15
"16-118B","WT","T6","consistent","T6_C3",8,"pTimeCCW",0.0804
"16-118B","WT","Retention","consistent","Retention",9,"pTimeCCW",0.0872
"16-119A","WT","Hab","consistent","Hab",1,"pTimeCCW",0.3294
"16-119A","WT","T1","consistent","T1",2,"pTimeCCW",0.4263
"16-119A","WT","T2","consistent","T2",3,"pTimeCCW",0.5787
"16-119A","WT","T3","consistent","T3",4,"pTimeCCW",0.66
"16-119A","WT","Retest","consistent","Retest",5,"pTimeCCW",0.6182
"16-119A","WT","T4","consistent","T4_C1",6,"pTimeCCW",0.6479
"16-119A","WT","T5","consistent","T5_C2",7,"pTimeCCW",0.6291
"16-119A","WT","T6","consistent","T6_C3",8,"pTimeCCW",0.4095
"16-119A","WT","Retention","consistent","Retention",9,"pTimeCCW",0.46
"16-120A","WT","Hab","consistent","Hab",1,"pTimeCCW",0.349
"16-120A","WT","T1","consistent","T1",2,"pTimeCCW",0.5593
"16-120A","WT","T2","consistent","T2",3,"pTimeCCW",0.7075
"16-120A","WT","T3","consistent","T3",4,"pTimeCCW",0.6844
"16-120A","WT","Retest","consistent","Retest",5,"pTimeCCW",0.0858
"16-120A","WT","T4","consistent","T4_C1",6,"pTimeCCW",0.2675
"16-120A","WT","T5","consistent","T5_C2",7,"pTimeCCW",0.223
"16-120A","WT","T6","consistent","T6_C3",8,"pTimeCCW",0.1974
"16-120A","WT","Retention","consistent","Retention",9,"pTimeCCW",0.103
"16-120B","WT","Hab","consistent","Hab",1,"pTimeCCW",0.3098
"16-120B","WT","T1","consistent","T1",2,"pTimeCCW",0.3772
"16-120B","WT","T2","consistent","T2",3,"pTimeCCW",0.4141
"16-120B","WT","T3","consistent","T3",4,"pTimeCCW",0.3933
"16-120B","WT","Retest","consistent","Retest",5,"pTimeCCW",0.2353
"16-120B","WT","T4","consistent","T4_C1",6,"pTimeCCW",0.486
"16-120B","WT","T5","consistent","T5_C2",7,"pTimeCCW",0.7048
"16-120B","WT","T6","consistent","T6_C3",8,"pTimeCCW",0.7313
"16-120B","WT","Retention","consistent","Retention",9,"pTimeCCW",0.3031
"16-121B","WT","Hab","consistent","Hab",1,"pTimeCCW",0.353
"16-121B","WT","T1","consistent","T1",2,"pTimeCCW",0.3184
"16-121B","WT","T2","consistent","T2",3,"pTimeCCW",0.2312
"16-121B","WT","T3","consistent","T3",4,"pTimeCCW",0.3482
"16-121B","WT","Retest","consistent","Retest",5,"pTimeCCW",0.2791
"16-121B","WT","T4","consistent","T4_C1",6,"pTimeCCW",0.3316
"16-121B","WT","T5","consistent","T5_C2",7,"pTimeCCW",0.24
"16-121B","WT","T6","consistent","T6_C3",8,"pTimeCCW",0.2117
"16-121B","WT","Retention","consistent","Retention",9,"pTimeCCW",0.2554
"16-116B","WT","Hab","yoked-consistent","Hab",1,"pTimeCCW",0.2308
"16-116B","WT","T1","yoked-consistent","T1",2,"pTimeCCW",0.3173
"16-116B","WT","T2","yoked-consistent","T2",3,"pTimeCCW",0.1941
"16-116B","WT","T3","yoked-consistent","T3",4,"pTimeCCW",0.229
"16-116B","WT","Retest","yoked-consistent","Retest",5,"pTimeCCW",0.3073
"16-116B","WT","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.1472
"16-116B","WT","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.1123
"16-116B","WT","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.3439
"16-116B","WT","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.1681
"16-117B","WT","Hab","yoked-consistent","Hab",1,"pTimeCCW",0.3413
"16-117B","WT","T1","yoked-consistent","T1",2,"pTimeCCW",0.2733
"16-117B","WT","T2","yoked-consistent","T2",3,"pTimeCCW",0.114
"16-117B","WT","T3","yoked-consistent","T3",4,"pTimeCCW",0.2797
"16-117B","WT","Retest","yoked-consistent","Retest",5,"pTimeCCW",0.2806
"16-117B","WT","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.261
"16-117B","WT","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.1958
"16-117B","WT","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.2213
"16-117B","WT","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.3849
"16-119B","WT","Hab","yoked-consistent","Hab",1,"pTimeCCW",0.2713
"16-119B","WT","T1","yoked-consistent","T1",2,"pTimeCCW",0.2183
"16-119B","WT","T2","yoked-consistent","T2",3,"pTimeCCW",0.3001
"16-119B","WT","T3","yoked-consistent","T3",4,"pTimeCCW",0.3074
"16-119B","WT","Retest","yoked-consistent","Retest",5,"pTimeCCW",0.2334
"16-119B","WT","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.1983
"16-119B","WT","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.2423
"16-119B","WT","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.3058
"16-119B","WT","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.3224
"16-121A","WT","Hab","yoked-consistent","Hab",1,"pTimeCCW",0.2761
"16-121A","WT","T1","yoked-consistent","T1",2,"pTimeCCW",0.4384
"16-121A","WT","T2","yoked-consistent","T2",3,"pTimeCCW",0.2736
"16-121A","WT","T3","yoked-consistent","T3",4,"pTimeCCW",0.2136
"16-121A","WT","Retest","yoked-consistent","Retest",5,"pTimeCCW",0.182
"16-121A","WT","T4","yoked-consistent","T4_C1",6,"pTimeCCW",0.1874
"16-121A","WT","T5","yoked-consistent","T5_C2",7,"pTimeCCW",0.2365
"16-121A","WT","T6","yoked-consistent","T6_C3",8,"pTimeCCW",0.227
"16-121A","WT","Retention","yoked-consistent","Retention",9,"pTimeCCW",0.2185
"16-116C","WT","Hab","conflict","Hab",1,"pTimeCCW",0.2296
"16-116C","WT","T1","conflict","T1",2,"pTimeCCW",0.5242
"16-116C","WT","T2","conflict","T2",3,"pTimeCCW",0.3183
"16-116C","WT","T3","conflict","T3",4,"pTimeCCW",0.2072
"16-116C","WT","Retest","conflict","Retest",5,"pTimeCCW",0.2075
"16-116C","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.2769
"16-116C","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.0643
"16-116C","WT","C3","conflict","T6_C3",8,"pTimeCCW",0.0691
"16-116C","WT","Retention","conflict","Retention",9,"pTimeCCW",0.1369
"16-117C","WT","Hab","conflict","Hab",1,"pTimeCCW",0.3034
"16-117C","WT","T1","conflict","T1",2,"pTimeCCW",0.3706
"16-117C","WT","T2","conflict","T2",3,"pTimeCCW",0.5018
"16-117C","WT","T3","conflict","T3",4,"pTimeCCW",0.1997
"16-117C","WT","Retest","conflict","Retest",5,"pTimeCCW",0.4415
"16-117C","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.22
"16-117C","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.2334
"16-117C","WT","C3","conflict","T6_C3",8,"pTimeCCW",0.2306
"16-117C","WT","Retention","conflict","Retention",9,"pTimeCCW",0.2323
"16-117D","WT","Hab","conflict","Hab",1,"pTimeCCW",0.3188
"16-117D","WT","T1","conflict","T1",2,"pTimeCCW",0.3881
"16-117D","WT","T2","conflict","T2",3,"pTimeCCW",0.5569
"16-117D","WT","T3","conflict","T3",4,"pTimeCCW",0.4856
"16-117D","WT","Retest","conflict","Retest",5,"pTimeCCW",0.2595
"16-117D","WT","C1","conflict","T4_C1",6,"pTimeCCW",0.4064
"16-117D","WT","C2","conflict","T5_C2",7,"pTimeCCW",0.5056
"16-117D","WT","C3","conflict","T6_C3",8,"pTimeCCW",0.4999
"16-117D","WT","Retention","conflict","Retention",9,"pTimeCCW",0.3754
"16-118C","WT","Hab","conflict","Hab",1,"pTimeCCW",0.3436
"16-118C","WT","T1","conflict","T1",2,"pTimeCCW",0.1547
"16-118C","WT","T2","conflict","T2",3,"pTimeCCW",0.0867
"16-118C","WT","T3","conflict","T3",4,"pTimeCCW",0.4386
"16-118C","WT","Retest","conflict","Retest",5,"pTimeCCW",0.5728
